NC1=CC(F)=CC=C1NC(=O)C1=CC=C(CNC(=O)\C=C\C2=CC=CN=C2)C=C1	chidamide	pIC50=6.79587984	pIC50=6.79587984	pIC50=6.79587984
[H][C@]12CC(=O)N[C@]([H])(C(C)C)C(=O)N[C@]([H])(CSSCC\C=C\1)C(=O)N\C(=C/C)C(=O)N[C@@]([H])(C(C)C)C(=O)O2	romidepsin	pIC50=7.33
Nc1cnccc1NC(=O)c2ccc(CNC(=O)c3cc4ccccc4[nH]3)cc2	CHEMBL3673099	pIC50=6.46
ONC(=O)c1ccc(CNC(=O)c2[nH]c(cc2c3ccc(cc3)[N+](=O)[O-])c4ccccc4)cc1	CHEMBL3670677	pIC50=6.46
ONC(=O)c1cnc(NCc2ccccc2OC(F)(F)F)nc1	CHEMBL3655930	pIC50=6.46
ONC(=O)c1cnc(Nc2cc(F)cc(c2)C(F)(F)F)nc1	CHEMBL3655909	pIC50=6.46
ONC(=O)c1cnc(Nc2ccc(F)cc2)nc1	CHEMBL3652227	pIC50=6.46
COc1cc(F)ccc1CNc2ncc(cn2)C(=O)NO	CHEMBL3655932	pIC50=6.47
COc1cc(Nc2ncc(cn2)C(=O)NO)cc(OC)c1	CHEMBL3652243	pIC50=6.47
Nc1ccccc1NC(=O)c2ccc(CNC3=NC(CO3)c4ccc(cc4)C(F)(F)F)cc2	CHEMBL3605498	pIC50=6.47
ONC(=O)c1ccc(cc1)C(=O)NCCc2ccncc2	CHEMBL2333339	pIC50=6.47
ONC(=O)c1cnc(NCc2cnccn2)nc1	CHEMBL3655954	pIC50=6.47
C\C=C\1/NC(=O)c2csc(CNC(=O)C[C@H](OC(=O)[C@@H](NC1=O)C(C)C)\C=C\CCSC(=O)C)n2	CHEMBL3622731	pIC50=6.48
Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)c3nc4ccccc4[nH]3)cc2)c5occc5	CHEMBL3673103	pIC50=6.48
ONC(=O)\C=C\c1ccc(cc1)c2ccc(cc2)C#N	CHEMBL538710	pIC50=6.48
ONC(=O)c1ccc(CN2[C@H](Cc3ccc(O)cc3)C(=O)Nc4ccccc24)cc1	CHEMBL481538	pIC50=6.48
ONC(=O)c1cnc(NC2(CCOCC2)c3ccc(F)cc3)nc1	CHEMBL3656019	pIC50=6.48
ONC(=O)c1cnc(NC2(CCOCC2)c3cccc(F)c3)nc1	CHEMBL3656018	pIC50=6.48
ONC(=O)c1ccc(cc1)C(=O)Nc2ccccc2	CHEMBL2333342	pIC50=6.49
COc1ccc(cc1)c2cc([nH]c2C(=O)NCc3ccc(cc3)C(=O)NCCS)c4ccccc4	CHEMBL3670668	pIC50=6.5
Nc1ccccc1NC(=O)c2ccc(CNCc3onc(n3)c4ccccc4Cl)cc2	CHEMBL3421746	pIC50=6.5
Nc1ccccc1NC(=O)c2ccc(cc2)C(C(=O)Nc3ccccc3)C(=O)Nc4ccccc4	CHEMBL251144	pIC50=6.5
ONC(=O)\C=C\c1ccc2OC3(CCN(Cc4ccc(F)cc4)CC3)CC(=O)c2c1	CHEMBL2390995	pIC50=6.5
ONC(=O)\C=C\c1cccc(c1)c2ccc(O)cc2	CHEMBL555906	pIC50=6.5
ONC(=O)c1cnc(NC2(CC2)c3occc3)nc1	CHEMBL3655976	pIC50=6.5
ONC(=O)c1cnc(NCc2ccccn2)nc1	CHEMBL3655985	pIC50=6.5
CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NC[C@@H]3CC[C@@H](CC3)\C=C\C(=O)NO	CHEMBL3309299	pIC50=6.51
C[C@H]1CN(CCN1C(=O)OCc2ccccc2)c3ccc(cn3)C(=O)Nc4ccccc4N	CHEMBL236902	pIC50=6.51
ONC(=O)CCCCCCN(c1ccccn1)c2cc3ccccc3cn2	CHEMBL3675764	pIC50=6.51
ONC(=O)\C=C\C1CCC(CC1)c2ccc(O)cc2	CHEMBL539156	pIC50=6.51
CC(=O)Nc1ccc2[nH]c(cc2c1)C(=O)NCc3ccc(cc3)C(=O)Nc4ccccc4N	CHEMBL3673112	pIC50=6.52
CC(C)[C@H]1NC(=O)C[C@@H](CCCCCC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](C)NC1=O	CHEMBL3352995	pKi=6.52
CC(C)[C@H]1NC(=O)C[C@@H](CCCCCC(=O)O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H](C)NC1=O	CHEMBL3352994	pKi=6.52
CC(C)[C@H]1NC(=O)C[C@@H](C\C=C/CCC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](C)NC1=O	CHEMBL3352997	pKi=6.52
CC(C)[C@H]1NC(=O)C[C@@H](C\C=C/CCC(=O)O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H](C)NC1=O	CHEMBL3352823	pKi=6.52
CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)CCN(CC(C)C)C(=O)CN(CCc2c[nH]c3ccccc23)C1=O	CHEMBL2170019	pIC50=6.52
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)c2cn(Cc3ccc(F)cc3)nn2	CHEMBL483494	pIC50=6.53
CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](C)NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2cccc3ccccc23)NC1=O	CHEMBL2012815	pIC50=6.54
COc1ccc(cc1)c2noc(CNCc3ccc(cc3)C(=O)Nc4ccccc4N)n2	CHEMBL3421739	pIC50=6.54
Cc1ccc(Nc2ncc(cn2)C(=O)NO)cc1	CHEMBL3652228	pIC50=6.54
Nc1ccccc1NC(=O)\C=C\c2ccc(cc2)C(NCCN3CCOCC3)C(=O)Nc4ccc(cc4)C(F)(F)F	CHEMBL1643308	pIC50=6.54
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@H](Cc4c[nH]cn4)CO3)cc2	CHEMBL3605508	pIC50=6.54
Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4cccnc4)cc2	CHEMBL272980	pIC50=6.54
ONC(=O)c1cnc(NC2(CC2)c3ccccc3C(F)(F)F)nc1	CHEMBL3655968	pIC50=6.54
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@H]([C@@H](O3)c4ccccc4)c5ccccc5)cc2	CHEMBL3605505	pIC50=6.55
Nc1ccccc1NC(=O)c2ccc(CNCc3onc(n3)c4ccc(F)cc4)cc2	CHEMBL3421743	pIC50=6.55
CN1C2N(CCc3c2[nH]c4ccc(O)cc34)C(=O)c5cc(NCc6ccc(cc6)c7noc(CCCCCCC(=O)NO)n7)ccc15	CHEMBL3577694	pIC50=6.56
Nc1ccc(F)cc1NC(=O)c2ccc(CNC(=O)c3cc4ccccc4s3)cc2	CHEMBL3673114	pIC50=6.56
Nc1cnccc1NC(=O)c2ccc(CNC(=O)c3cccc4ccccc34)cc2	CHEMBL3673105	pIC50=6.56
CN1C[C@H]([C@@H](C1)c2ccc(\C=C\C(=O)Nc3ccccc3N)cc2)C(=O)Nc4ccc(Cl)cc4	CHEMBL2177588	pIC50=6.57
COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NCc4ccc(cc4)C(=O)Nc5cc(ccc5N)c6cccs6	CHEMBL3417214	pIC50=6.57
COc1cc2CCCO[C@@H](CCCCCC(=O)NO)C(=O)Nc3ccccc3OCc(c2)c1	CHEMBL1631917	pIC50=6.57
Nc1ccc(cc1NC(=O)c2ccccc2)c3ccncc3	CHEMBL1095096	pIC50=6.57
Nc1ccccc1NC(=O)c2cc3ccc(cc3cn2)N4CCNCC4	CHEMBL3664031	pIC50=6.57
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@H](CN3)c4ccccc4)cc2	CHEMBL3605415	pIC50=6.57
ON(CCCCCC(C(=O)Nc1ccc2ncccc2c1)C(=O)Nc3ccc4ncccc4c3)C=O	CHEMBL336935	pIC50=6.57
ONC(=O)\C=C\c1ccc2OC3(CCN(Cc4ccccc4)CC3)CC(=O)c2c1	CHEMBL1938433	pIC50=6.57
ONC(=O)c1cnc(NC(c2ccc(F)cc2)c3ccc(F)cc3)nc1	CHEMBL3655966	pIC50=6.57
Cc1cc(F)cc(Nc2ncc(cn2)C(=O)NO)c1	CHEMBL3655907	pIC50=6.58
CC(=O)N1C(Cc2ccccc2)C(=O)N=C1NCc3ccc(cc3)C(=O)Nc4ccccc4N	CHEMBL2407734	pIC50=6.59
CC1=C(C)C(=O)C(=C(C)C1=O)CONC(=O)CCCCCCC(=O)Nc2ccccc2	CHEMBL3577298	pIC50=6.59
OCc1ccc(cc1)[C@@H]2C[C@H](CSc3oc(c4ccccc4)c(n3)c5ccccc5)O[C@@H](O2)c6ccc(NC(=O)CCCCCCC(=O)NO)cc6	CHEMBL356769	pIC50=6.59
ONC(=O)c1ccc(CN2[C@H](Cc3ccccc3)C(=O)Nc4ccccc24)cc1	CHEMBL479842	pIC50=6.59
ONC(=O)c1cnc(NCCc2ccccc2)nc1	CHEMBL3655924	pIC50=6.59
CC(C)(C)OC(=O)Nc1ccc(cc1)c2onc(c2)C(=O)NCCCCCCC(=O)NO	CHEMBL511749	pIC50=6.6
CN1C[C@@H]([C@H](C1)c2ccc(\C=C\C(=O)Nc3ccccc3N)cc2)C(=O)Nc4ccc(Cl)cc4	CHEMBL2177587	pIC50=6.6
COc1ccc(COC(CCCCCC(=O)NO)C(=O)Nc2ccccc2)cc1	CHEMBL251011	pIC50=6.6
Nc1ccccc1NC(=O)c2ccc(CSC3=N[C@@H](Cc4ccccc4)CO3)cc2	CHEMBL3605493	pIC50=6.6
ONC(=O)c1cnc(NCCc2ccc(Cl)cc2)nc1	CHEMBL3655927	pIC50=6.6
COc1ccc(NC(=O)c2ccc(CNc3nccc(n3)c4cccnc4)cc2)c(N)c1	CHEMBL2407742	pIC50=6.61
Cc1cc(Cl)ccc1CNc2ncc(cn2)C(=O)NO	CHEMBL3655935	pIC50=6.61
ONC(=O)c1cnc(Nc2ccc(Cl)c(Cl)c2)nc1	CHEMBL3652226	pIC50=6.61
CC(C)(C)OC(=O)Nc1cccc(c1)c2onc(c2)C(=O)NCCCCCCC(=O)NO	CHEMBL469274	pIC50=6.62
Cc1cccc(NC(=O)CCCCCCC(=O)NO)c1	CHEMBL3098603	pIC50=6.62
Nc1ccccc1NC(=O)\C=C\c2ccc(cc2)C(NCCN3CCCCC3)C(=O)Nc4ccc(cc4)c5ccc(cc5)C6CC6	CHEMBL1643325	pIC50=6.62
Nc1ccccc1NC(=O)c2ccc(CNC3=NC(CO3)c4cccc(F)c4)cc2	CHEMBL3605497	pIC50=6.62
ONC(=O)CCCCC[C@H](NC(=O)C1CCNC1=O)C(=O)Nc2ccccc2	CHEMBL3098693	pIC50=6.62
ONC(=O)c1cnc(NC2(CC2)c3cccs3)nc1	CHEMBL3655975	pIC50=6.62
ONC(=O)c1cnc(NCc2ccncc2)nc1	CHEMBL3655946	pIC50=6.62
ONC(=O)c1cnc(NC2(CCOCC2)c3cc(F)cc(F)c3)nc1	CHEMBL3656024	pIC50=6.63
Nc1cc(F)ccc1NC(=O)c2cc3ccc(N4CCNCC4)c(C5CC5)c3cn2	CHEMBL3664033	pIC50=6.64
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@H](CO3)c4ccc(O)cc4)cc2	CHEMBL3605499	pIC50=6.64
Nc1ncnc2c1c(nn2c3cccc(c3)c4cnnn4CCCCCC(=O)NO)c5ccc(Cl)cc5	CHEMBL2408778	pIC50=6.64
ONC(=O)CCCCCCc1onc(n1)c2ccc(cc2)[N+](=O)[O-]	CHEMBL3585965	pIC50=6.64
ONC(=O)c1cnc(Nc2ccc(Cl)cc2)nc1	CHEMBL3652230	pIC50=6.64
CC(C)[C@@H]1NC(=O)Cn2nnc(n2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3	CHEMBL2323286	pIC50=6.65
ONC(=O)CCCCc1ccn(Cc2ccc(cc2)c3ccccc3)n1	CHEMBL3335300	pIC50=6.65
ONC(=O)c1cnc(NCc2ccccc2Cl)nc1	CHEMBL3655916	pIC50=6.65
CN1C[C@@H]([C@H](C1)c2ccc(\C=C\C(=O)Nc3ccccc3N)cc2F)C(=O)Nc4ccc(Cl)cc4	CHEMBL2177582	pIC50=6.66
COc1ccc(cc1)C2(CCCC2)Nc3ncc(cn3)C(=O)NO	CHEMBL3656021	pIC50=6.66
Nc1ccc(cc1NC(=O)C2C3COCC23)c4ccc(F)cc4	CHEMBL3827262	pIC50=6.66
OCc1ccc(cc1)c2ccc(\C=C\C(=O)NO)cc2	CHEMBL551486	pIC50=6.66
ONC(=O)c1ccc(CNc2nccc(n2)c3cccnc3)cc1	CHEMBL2407730	pIC50=6.66
SCCCCCCNC(=O)c1cc(n[nH]1)c2cccnc2	CHEMBL3758882	pIC50=6.66
Nc1ccccc1NC(=O)c2cc3ccc(N4CCNCC4)c(C5CC5)c3cn2	CHEMBL3664032	pIC50=6.67
Nc1ccccc1NC(=O)c2ccc(CNC(=O)c3cc4ccccc4[nH]3)cc2	CHEMBL3673098	pIC50=6.67
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)c2cnnn2CC(O)c3cccc(Br)c3	CHEMBL487943	pIC50=6.67
ONC(=O)CCCCCCN(c1ccccn1)c2ccc3ccccc3n2	CHEMBL3675758	pIC50=6.67
COc1cc2COc3ccccc3NC(=O)C(CCCCCC(=O)NO)OC\C=C/c(c2)c1	CHEMBL1631913	pIC50=6.68
Nc1ccc(cc1NC(=O)c2ccc(cc2)N=[N+]=[N-])c3ccccc3	CHEMBL2057823	pIC50=6.68
N[C@@H](Cc1ccc(O)cc1)C(=O)Nc2ccccc2c3ccc(NC(=O)CCCCCCC(=O)NO)cc3	CHEMBL227170	pIC50=6.69
ONC(=O)CCCCc1ccn(Cc2ccc(Nc3ccccc3)cc2)n1	CHEMBL3335299	pIC50=6.69
COc1ccc(NCc2ccc(cc2)C(=O)Nc3ccccc3O)cc1OC	CHEMBL235411	pIC50=6.7
COc1ccc(cc1)C(=O)Nc2cc(ccc2N)c3cccs3	CHEMBL235210	pIC50=6.7
Nc1ccc(cc1NC(=O)c2ccc3nccnc3c2)c4cccs4	CHEMBL393242	pIC50=6.7
ON(CCCCCC(C(=O)Nc1cnc2ccccc2c1)C(=O)Nc3cnc4ccccc4c3)C=O	CHEMBL140525	pIC50=6.7
ONC(=O)\C=C\c1ccc2OC3(CCN(CCc4ccccc4)CC3)CC(=O)c2c1	CHEMBL2390996	pIC50=6.7
ONC(=O)\C=C\c1ccc2c(ccn2S(=O)(=O)c3ccc(F)cc3)c1	CHEMBL2048751	pIC50=6.7
Oc1ccc(cc1NC(=O)c2ccccc2)c3ccccc3	CHEMBL269935	pIC50=6.7
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)c2ccccc2NC(=O)[C@@H]3CCCN3	CHEMBL2417781	pIC50=6.71
COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)c4cccc(c4)C(=O)Nc5cc(ccc5N)c6cccs6	CHEMBL3417212	pIC50=6.72
Nc1ccccc1NC(=O)c2ccc(CNC3=NC[C@H](O3)c4ccccc4)cc2	CHEMBL3605502	pIC50=6.72
ONC(=O)\C=C\c1ccc2OC3(CCN(Cc4ccccc4)CC3)NC(=O)c2c1	CHEMBL2390999	pIC50=6.72
ONC(=O)\C=C\c1ccc2c(ccn2S(=O)(=O)c3ccc(cc3)[N+](=O)[O-])c1	CHEMBL2048752	pIC50=6.72
ONC(=O)\C=C\c1ccc(CNc2nccc(n2)c3cccnc3)cc1	CHEMBL3752134	pIC50=6.73
ONC(=O)c1cnc(Nc2cccc(c2)c3ccccc3)nc1	CHEMBL3655911	pIC50=6.73
ONC(=O)c1cnc(Nc2cccc(c2)c3ccncc3)nc1	CHEMBL3655913	pIC50=6.74
Nc1ccc(F)cc1NC(=O)c2ccc(CNC(=O)c3oc4ccccc4c3)cc2	CHEMBL3673101	pIC50=6.75
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@@H](CO3)c4ccccc4)cc2	CHEMBL3605495	pIC50=6.75
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@H](CO3)c4ccccc4)cc2	CHEMBL3605494	pIC50=6.75
Nc1ccccc1NC(=O)c2ccc(CSC3=N[C@H](CN3)c4ccccc4)cc2	CHEMBL3605416	pIC50=6.75
ONC(=O)CCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)NCCc2ccccc2	CHEMBL3098688	pIC50=6.75
CN1CCCCC1C(=O)N[C@@H](CCCCCC(=O)C)C(=O)Nc2nc(cs2)c3ccccc3	CHEMBL217651	pIC50=6.77
CN1CCCCC1N[C@@H](CCCCCC(=O)C)C(=O)Nc2nc(cs2)c3ccccc3	CHEMBL272401	pIC50=6.77
COc1ccc2cc(ccc2n1)C(=O)NCCCCCCC(=O)NO	CHEMBL3309288	pIC50=6.77
ONC(=O)c1cnc(Nc2cc(F)cc(F)c2)nc1	CHEMBL3652238	pIC50=6.77
SCCCCC[C@@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3356920	pIC50=6.77
CC(C)Cn1cnc2c(NCCCCCCC(=O)NO)nc(Cl)nc12	CHEMBL3763573	pIC50=6.78
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc3ccccc3c4ccc(NC(=O)CCCCCCC(=O)NO)cc4	CHEMBL389688	pIC50=6.78
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)C(F)(F)F	CHEMBL1089495	pIC50=6.78
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cnnn2c3ccccc3	CHEMBL520056	pIC50=6.78
SCCCCC[C@H](NC(=O)[C@H]1[C@H](CNC1=O)c2ccccc2)C(=O)Nc3ccccc3	CHEMBL3356927	pIC50=6.78
Nc1cccc(c1)c2csc(NC(=O)CCCCc3onc(c3)C(=O)NO)n2	CHEMBL511432	pIC50=6.79
ONC(=O)c1cnc(Nc2cccc(Cl)c2)nc1	CHEMBL3652237	pIC50=6.79
COc1cc2COc3ccccc3NC(=O)[C@H](CCCCCC(=O)NO)OC\C=C/c(c2)c1	CHEMBL1631914	pIC50=6.8
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)N)c3ncc([nH]3)c4ccc5ccccc5c4)c2c1	CHEMBL466215	pIC50=6.8
Nc1ccccc1NC(=O)c2ccc(CNC(=O)c3[nH]c(cc3c4ccc(O)cc4)c5ccsc5)cc2	CHEMBL3670674	pIC50=6.8
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@@H](Cc4c[nH]cn4)CO3)cc2	CHEMBL3605507	pIC50=6.8
ONC(=O)c1cnc(NC2(CCC2)c3ccccc3)nc1	CHEMBL3655999	pIC50=6.8
CC(C)n1cnc2c(NCCCCCCC(=O)NO)nc(N)nc12	CHEMBL3764561	pIC50=6.81
N[C@@H](Cc1ccccc1)C(=O)Nc2ccccc2c3ccc(NC(=O)CCCCCCC(=O)NO)cc3	CHEMBL389687	pIC50=6.81
Nc1ccc(cc1NC(=O)C2COc3ccccc3C2)c4ccc(F)cc4	CHEMBL3827363	pIC50=6.81
C[C@@]12CSC(=N1)c3csc(CNC(=O)C[C@H](OC(=O)[C@H](CC(=O)O)NC2=O)\C=C\CCS)n3	CHEMBL3317813	pIC50=6.82
Nc1ccccc1NC(=O)c2ccc(CNC3=NC(CO3)c4ccc(F)cc4)cc2	CHEMBL3605496	pIC50=6.82
Nc1ccccc1NC(=O)c2ccc(CNCc3onc(n3)c4ccc(cc4)[N+](=O)[O-])cc2	CHEMBL3421742	pIC50=6.82
Nc1ccc(cc1)c2onc(c2)C(=O)NCCCCCCC(=O)NO	CHEMBL467793	pIC50=6.83
COc1ccc(cc1)c2cc([nH]c2C(=O)NCc3ccc(cc3)C(=O)Nc4ccccn4)c5ccccc5	CHEMBL3670669	pIC50=6.84
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)c2cnnn2c3ccccc3	CHEMBL487742	pIC50=6.84
CC(=O)SCCCCCCNC(=O)c1cc(nn1C)c2ccc(F)cc2	CHEMBL3759869	pIC50=6.85
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](Nc4ccc(NC(=O)CCCCCCC(=O)NO)cc4)c5cc6OCOc6cc25	CHEMBL2442698	pIC50=6.85
Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4ccn[nH]4)cc2	CHEMBL481805	pIC50=6.85
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)c2cn(CC(O)c3cccc(Br)c3)nn2	CHEMBL483495	pIC50=6.85
ONC(=O)CCCCC[C@H](NC(=O)[C@@H]1CC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3098695	pIC50=6.85
ONC(=O)CCCCC[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3098691	pIC50=6.85
ONC(=O)CCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3098690	pIC50=6.85
ONC(=O)c1cnc(NC(c2ccccc2)c3ccccc3)nc1	CHEMBL3655942	pIC50=6.85
ONC(=O)c1cnc(NCc2ccccc2)nc1	CHEMBL3655918	pIC50=6.85
ONC(=O)c1cnc(NC2(CC2)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)nc1	CHEMBL3656014	pIC50=6.87
CC(=O)Nc1ccc(cc1)c2onc(c2)C(=O)NCCCCCCC(=O)NO	CHEMBL468842	pIC50=6.88
ONC(=O)CCCCOCc1cc(on1)c2ccccc2	CHEMBL513160	pIC50=6.88
ONC(=O)c1cnc(NCc2cccnc2)nc1	CHEMBL3655983	pIC50=6.88
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@@H](Cc4ccccc4)CO3)cc2	CHEMBL3605501	pIC50=6.89
ONC(=O)c1cnc(NC2(CC2)c3ccccc3)nc1	CHEMBL3655950	pIC50=6.89
CC(C)(Nc1ncc(cn1)C(=O)NO)c2ccc(Cl)c(Cl)c2	CHEMBL3655957	pIC50=6.9
Cn1c(\C=C\C(=O)NO)ccc1C(=O)Cc2ccccc2	CHEMBL1213458	pKi=6.9
ONC(=O)c1cnc(NCc2ccc(cc2)C(F)(F)F)nc1	CHEMBL3655920	pIC50=6.9
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)c2cnnn2Cc3ccccc3	CHEMBL519746	pIC50=6.91
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cnnn2Cc3ccc(F)cc3	CHEMBL487106	pIC50=6.91
Nc1ccc(cc1NC(=O)C2Cc3ccccc3CO2)c4ccc(F)cc4	CHEMBL3827993	pIC50=6.92
ONC(=O)c1cnc(NCCc2c[nH]c3ccccc23)nc1	CHEMBL3655926	pIC50=6.92
ONC(=O)c1cnc(NC2(CC2)c3ccc(cc3)C(F)(F)F)nc1	CHEMBL3656004	pIC50=6.93
CC(=O)N1C(Cc2c[nH]c3ccccc23)C(=O)N=C1NCc4ccc(cc4)C(=O)Nc5ccccc5N	CHEMBL2407732	pIC50=6.94
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cnnn2CC(O)c3cccc(Br)c3	CHEMBL487107	pIC50=6.94
ONC(=O)c1cnc(NC2(CC2)c3cccc(F)c3)nc1	CHEMBL3655964	pIC50=6.94
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cnnn2Cc3ccccc3	CHEMBL488747	pIC50=6.95
ONC(=O)CCCCCCC(=O)Nc1nc(cs1)c2cccc(c2)[N+](=O)[O-]	CHEMBL387924	pIC50=6.95
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)C)c3ncc([nH]3)c4ccccc4)c2c1	CHEMBL407959	pIC50=6.96
Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CCNC4)CC3)c5ccccc5	CHEMBL471824	pIC50=6.96
Nc1ccccc1NC(=O)c2ccc(CNC3=NC[C@H](S3)c4ccccc4)cc2	CHEMBL2407722	pIC50=6.96
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@@H]([C@@H](O3)c4ccccc4)c5ccccc5)cc2	CHEMBL3605506	pIC50=6.96
ONC(=O)CCCCC[C@H](NC(=O)C1C(CNC1=O)c2ccccc2)C(=O)Nc3ccccc3	CHEMBL3098694	pIC50=6.96
ONC(=O)CCCCSC1=NC(=CC(=O)N1)c2ccc(cc2)c3ccccc3	CHEMBL3426803	pIC50=6.96
COc1cc(O)cc(OC)c1\C=N\NC(=O)CCCCCC(=O)NO	CHEMBL3758246	pIC50=6.97
Cc1ccc(cc1)C2(CC2)Nc3ncc(cn3)C(=O)NO	CHEMBL3655970	pIC50=6.97
COC(=O)NCc1ccc(cc1)C(=O)Nc2cc(ccc2N)c3cccs3	CHEMBL400721	pIC50=6.98
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@@H](Cc4ccccc4)CS3)cc2	CHEMBL2407720	pIC50=6.98
CN1[C@H](CCC1=O)C(=O)N[C@@H](CCCCCS)C(=O)Nc2ccccc2	CHEMBL3356921	pIC50=6.99
CC(=O)Nc1ccc(cc1)C(=O)Nc2cc(ccc2N)c3cccs3	CHEMBL235842	pIC50=7.0
CC(C)[C@H]1NC(=O)[C@@H](C)[C@@H](C\C=C/CCC(=O)O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)NC1=O	CHEMBL402363	pIC50=7.0
CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NCc3cccc(\C=C\C(=O)NO)c3	CHEMBL3309290	pIC50=7.0
CN1C(=O)CC(C)(C)c2cc(ccc12)C(=O)NCCCCCCC(=O)NO	CHEMBL3309286	pIC50=7.0
COc1ccc(NCc2ccc(cc2)C(=O)Nc3cc(ccc3N)c4ccccc4)cc1OC	CHEMBL392747	pIC50=7.0
Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c4cccs4	CHEMBL235674	pIC50=7.0
ONC(=O)c1cnc(NCCc2cccc(Cl)c2)nc1	CHEMBL3655925	pIC50=7.01
CC(Nc1ncc(cn1)C(=O)NO)c2ccncc2	CHEMBL3655962	pIC50=7.02
ONC(=O)CCCCCCNC(=O)c1cnc(nc1)N(c2ccccc2)c3ccccc3	CHEMBL2364628	pIC50=7.02
ONC(=O)c1cnc(NC2(CC2)c3cc(F)cc(F)c3)nc1	CHEMBL3656001	pIC50=7.02
CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NCCCCCCC(=O)NO	CHEMBL3311473	pIC50=7.03
Cc1ccc(NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H]2CCC(=O)N2)cc1	CHEMBL3098606	pIC50=7.03
Nc1ccccc1NC(=O)c2ccc(CNC3=NC[C@@H](O3)c4ccccc4)cc2	CHEMBL3605503	pIC50=7.03
CN1C(=O)C=Cc2cc(ccc12)C(=O)NCCCCCCC(=O)NO	CHEMBL3309284	pIC50=7.05
ONC(=O)CCCCC[C@H](NC(=O)[C@@H]1CCCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3098689	pIC50=7.05
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@H](CS3)c4ccccc4)cc2	CHEMBL2407717	pIC50=7.07
CC(Nc1ncc(cn1)C(=O)NO)c2ccccc2	CHEMBL3655915	pIC50=7.08
CN(c1ccc(Cl)c(Cl)c1)c2ncc(cn2)C(=O)NO	CHEMBL3652232	pIC50=7.09
Nc1ccccc1NC(=O)c2ccc(CNC3=NC[C@@H](S3)c4ccccc4)cc2	CHEMBL2407723	pIC50=7.09
