CCOC(=O)C1=CC=C(N)C=C1	benzocaine
CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=C1C=CC=C2	indecainide
OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1	fosphenytoin
CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC	cinchocaine
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C	lidocaine	pKd=4.80000019	pKd=4.80000019	pKd=4.80000019
CCN1C(=O)NC(C1=O)C1=CC=CC=C1	ethotoin
NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	phenazopyridine
CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	mephenytoin
NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1	rufinamide
NC1=NN=C(C(N)=N1)C1=C(Cl)C(Cl)=CC=C1	lamotrigine	pIC50=4.21	pIC50=4.21	pIC50=4.21
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C	tetracaine	pIC50=6.28	pIC50=6.28	pIC50=6.28	pIC50=6.19
[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2	topiramate
CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C	ropivacaine
NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2	riluzole
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1	phenytoin
NC(=O)N1C2=CC=CC=C2C(=O)CC2=C1C=CC=C2	oxcarbazepine
CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1	orphenadrine	pIC50=4.8861	pIC50=4.8861	pIC50=4.8861
CCOC(=O)NC1=CC=C2SC3=CC=CC=C3N(C(=O)CCN3CCOCC3)C2=C1	moracizine
CC(N)COC1=C(C)C=CC=C1C	mexiletine	pIC50=4.53	pIC50=4.53	pIC50=4.53
[H]C1(CCCCN1C)C(=O)NC1=C(C)C=CC=C1C	mepivacaine
CCCN(CC)C(CC)C(=O)NC1=C(C)C=CC=C1C	etidocaine
CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C	disopyramide
NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2	carbamazepine
[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12	quinidine	pIC50=5.16	pIC50=5.16	pIC50=5.16
CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2	propafenone	pIC50=5.48	pIC50=5.48	pIC50=5.48	pIC50=5.48
FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2	flecainide	pIC50=5.19	pIC50=5.19	pIC50=5.19	pIC50=5.19
COC1=C(OCC(O)CN2CCN(CC(=O)NC3=C(C)C=CC=C3C)CC2)C=CC=C1	ranolazine
CC(=O)O[C@H]1CC2=C(C=CC=C2)N(C(N)=O)C2=CC=CC=C12	eslicarbazepine acetate
CCN(CC)CCNC(=O)C1=CC=C(N)C=C1	procainamide
CC(N)C(=O)NC1=C(C)C=CC=C1C	tocainide
COc1ncc(cn1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(OCCC(F)(F)F)nc4	CHEMBL2069422	pIC50=5.4
FC(F)(F)CCOc1ccc(cn1)C(=O)N[C@@H]2COc3cccc(c3C2)c4cncnc4	CHEMBL2069420	pIC50=5.4
FC(F)(F)Oc1ccc(cc1)C(=O)N[C@@H]2COc3cccc(c3C2)c4ccncc4	CHEMBL2069407	pIC50=5.4
COc1cccc2[nH]cc(CC\N=C(\N)/NC(=O)c3ccc(C)cc3)c12	CHEMBL320314	pIC50=5.41
CC(NC(=O)C1N(CCc2ccccn2)C(=O)c3ccccc13)c4ccc(OCC(F)(F)F)cc4	CHEMBL2164393	pIC50=5.43
CN(C)S(=O)(=O)NC(=O)c1cc(Cl)c(OCC23CC4CC(C2)C(F)(F)C(C4)C3)cc1F	CHEMBL3657882	pIC50=5.43
OC(COc1cccc(c1)C(=O)c2ccccc2)CN3CCC(CC3)N4Cc5ccccc5C4=O	CHEMBL3634332	pIC50=5.43
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@H](Cc9c[nH]c%10ccccc9%10)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc%11ccc(O)cc%11)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%12ccccc%12)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%13CCCN%13C1=O)C(C)C	CHEMBL3800184	pIC50=5.44
Cc1ccc(cc1)C(=O)NC(=N)NCCCCCc2ccccc2	CHEMBL106610	pIC50=5.44
Clc1ccc(cc1)C(=O)NC(=N)NCCCCc2ccccc2	CHEMBL322599	pIC50=5.44
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9cccc%10ccccc9%10)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%11ccccc%11)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%12CCCN%12C1=O)C(C)C	CHEMBL3798824	pIC50=5.46
CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC34CC5(F)CC(F)(CC(F)(C5)C3)C4)cc1F	CHEMBL3657979	pIC50=5.46
FC(F)(F)Oc1ccc(cc1)C2=CN3C(=NN(Cc4onc(n4)c5c(Cl)cccc5Cl)C3=O)C=C2	CHEMBL3810138	pIC50=5.46
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](Cc6cc7ccccc7[nH]6)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc8c[nH]c9ccccc89)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc%10cnc[nH]%10)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc%11ccc(O)cc%11)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%12ccccc%12)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%13CCCN%13C1=O)C(C)C	CHEMBL3797461	pIC50=5.47
CSCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CSSC[C@@H]3NC(=O)[C@@H]4CSSC[C@H](NC(=O)[C@H](Cc5c[nH]c6ccccc56)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc7cnc[nH]7)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](CCSC)C(=O)N8CCC[C@H]8C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N4)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]9CCCN9C(=O)[C@H](CCCNC(=N)N)NC3=O)C(C)C)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc%10ccc(O)cc%10)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%11ccccc%11)C(=O)N)NC(=O)[C@@H](N)CC(=O)O	CHEMBL3800441	pIC50=5.47
Fc1ccc(c(F)c1)n2nc(OCCN3CCNC3=O)c4cc(F)ccc24	CHEMBL3800304	pIC50=5.47
OC(COc1ccc(cc1)C(F)(F)F)CN2CCC(CC2)C(=O)Nc3ccccc3	CHEMBL3632697	pIC50=5.47
OC(COc1ccccc1C(=O)c2ccccc2)CN3CCC(CC3)N4C(=O)Oc5ccccc45	CHEMBL3634327	pIC50=5.47
C[C@H]1CCCN([C@H]1C)C(=O)c2nc(Nc3ccc(Cl)cc3F)sc2C	CHEMBL2418811	pIC50=5.48
Cc1onc(CN2N=C3C=CC(=CN3C2=O)c4ccc(OC(F)(F)F)cc4)n1	CHEMBL3808635	pIC50=5.48
FC(F)(F)Oc1ccc(cc1)c2ccc3nc(cn3c2)C(F)(F)F	CHEMBL3808489	pIC50=5.48
COc1ccc2c(N[C@]3(CCN([C@H](C)C3)C(=O)c4ccc(OC)c(c4)N(C)C)c5cccn25)c1	CHEMBL3337588	pIC50=5.49
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]6CCCN6C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc7ccccc7)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc8c[nH]c9ccccc89)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc%10cnc[nH]%10)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc%11ccc(O)cc%11)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%12ccccc%12)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%13CCCN%13C1=O	CHEMBL3800461	pIC50=5.5
COc1ncc(cn1)c2cccc(F)c2CCNC(=O)c3ccc(OCCC(F)(F)F)nc3	CHEMBL2147222	pIC50=5.5
FC(F)(F)COc1ccc(cn1)C(=O)N[C@@H]2COc3cccc(c3C2)c4cccnc4	CHEMBL2069408	pIC50=5.5
FC(F)(F)COc1ccc(cn1)C(=O)N[C@@H]2COc3cccc(c3C2)c4ccncc4	CHEMBL2069409	pIC50=5.5
FC(F)(F)Oc1ccc(cc1)C(=O)N[C@@H]2COc3cccc(c3C2)c4cccnc4	CHEMBL2069406	pIC50=5.5
COc1ccc2c(NC3(CCCN(CC3)C(=O)c4ccc(OC)c(c4)N(C)C)c5cccn25)c1	CHEMBL3337591	pIC50=5.51
Fc1ccccc1n2ncc3c(cccc23)N4CCN(C4=O)c5ccncc5	CHEMBL3797498	pIC50=5.51
FC(F)(F)Oc1ccc(cc1)C2=CN3C(=O)N(Cc4occ(n4)C5CC5)N=C3C=C2	CHEMBL3810147	pIC50=5.52
OC(COCc1ccc(cc1)C(F)(F)F)CN2CCC(CC2)N3Cc4ccccc4C3=O	CHEMBL3632694	pIC50=5.52
COc1ccc2c(NC3(CCN(CC3)C(=O)c4cccc5ncccc45)c6cccn26)c1	CHEMBL3337598	pIC50=5.53
FC(F)(F)Oc1ccc(CNC(=O)C2N(CCN3CCOCC3)C(=O)c4ccccc24)cc1	CHEMBL2164370	pIC50=5.54
COc1cc(ccc1c2ccnc3cc(c(F)cc23)S(=O)(=O)Nc4nccs4)C(F)(F)F	CHEMBL3687594	pIC50=5.55
COc1ccc2c(NC3(CCN(CC3)C(=O)c4ccc5c(cnn5C)c4)c6cccn26)c1	CHEMBL3337602	pIC50=5.55
Cc1ccc(cc1)C(=O)NC(=N)NCCCCc2ccccc2	CHEMBL108728	pIC50=5.55
FC(F)(F)Oc1cccc(CNC(=O)C2N(CCc3ccccn3)C(=O)c4ccccc24)c1	CHEMBL2164390	pIC50=5.55
Fc1ccc2c(c1)c(OCCN3CCNC3=O)nn2c4ccccc4F	CHEMBL3798363	pIC50=5.55
OC(COc1ccc(cc1)C(F)(F)F)CN2CCC(CC2)N3Cc4ccccc4C3=O	CHEMBL3632692	pIC50=5.55
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8c[nH]cn8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N[C@@H](Cc%11c[nH]c%12ccccc%11%12)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%13CCCN%13C1=O)C(C)C	CHEMBL3800498	pIC50=5.57
Clc1cccc(C(=O)NC(=N)NCCCCc2ccccc2)c1Cl	CHEMBL109012	pIC50=5.57
Cc1onc(c1NC(=O)OCc2cc(Cl)ccc2Cl)c3c(Cl)cccc3Cl	CHEMBL1797389	pIC50=5.58
CS(=O)(=O)NC(=O)c1cnc(OCC23CC4CC(CC(C4)C2)C3)c(c1)C5CC5	CHEMBL3657834	pIC50=5.59
FC(F)(F)Oc1ccc(CNC(=O)C2N(CCc3cccnc3)C(=O)c4ccccc24)cc1	CHEMBL2164382	pIC50=5.59
Fc1cc(c(F)cc1OC[C@@H]2CN(CC(F)(F)F)CC[C@H]2c3ccc(Cl)cc3)S(=O)(=O)Nc4ncns4	CHEMBL3325540	pIC50=5.59
CN1CCN(CC1)c2cccc3OC[C@H](Cc23)NC(=O)c4nn(nc4C)c5ccc(C)cc5C	CHEMBL2069404	pIC50=5.6
COc1cc(ccc1c2ccnc3cc(c(C)cc23)S(=O)(=O)Nc4nccs4)C(F)(F)F	CHEMBL3687601	pIC50=5.6
COc1ncc(cn1)c2c(C)ccc(F)c2CCNC(=O)c3ccc(OCC(F)(F)F)nc3	CHEMBL2147306	pIC50=5.6
CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC3CN(C3)C(c4ccccc4)c5ccccc5)cc1F	CHEMBL3662226	pIC50=5.6
Cc1coc(CN2N=C3C=CC(=CN3C2=O)c4ccc(OC(F)(F)F)cc4)n1	CHEMBL3808641	pIC50=5.6
Cc1oc(CN2N=C3C=CC(=CN3C2=O)c4ccc(OC(F)(F)F)cc4)nc1	CHEMBL3810355	pIC50=5.6
Fc1ccccc1n2ncc3c(cccc23)N4CC5CN(Cc6ccccc6)CC5C4=O	CHEMBL3800069	pIC50=5.6
COc1ccc2c(NC3(CC4CN(CC4C3)C(=O)c5ccc(OC)c(c5)N(C)C)c6cccn26)c1	CHEMBL3337592	pIC50=5.61
N=C(NCCCCc1ccccc1)NC(=O)c2cccs2	CHEMBL108361	pIC50=5.63
Clc1ccc(cc1)c2oc(cc2)C(=O)N3CCN(CC3)C4CCCCC4	CHEMBL482676	pIC50=5.64
COCCOc1ccc2c(NC3(CCN(CC3)C(=O)c4ccc(OC)c(c4)N(C)C)c5cccn25)c1	CHEMBL3337586	pIC50=5.65
COc1ccc(cc1)c2ccc3nnc(n3c2)C(F)(F)F	CHEMBL3809812	pIC50=5.65
COc1ccc(cc1)C(=O)NC(=N)NCCCCc2ccccc2	CHEMBL321883	pIC50=5.68
CN1CCN(CC1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(OC(F)(F)F)cc4	CHEMBL2069400	pIC50=5.7
Fc1ccc2c(c1)c(OCCn3ccnc3)nn2c4ccccc4F	CHEMBL3797315	pIC50=5.7
CS(=O)(=O)NC(=O)c1ccc(OCC23CC4CC(CC(C4)C2)C3)c(Br)c1	CHEMBL3657852	pIC50=5.71
CS(=O)(=O)NC(=O)c1cc(Cl)c(OCC23CC4CC(CC(C4)C2)C3)cc1F	CHEMBL3341985	pIC50=5.72
Cc1cccc(CCN2C(C(=O)NCc3ccc(OC(F)(F)F)cc3)c4ccccc4C2=O)n1	CHEMBL2164356	pIC50=5.72
Cc1noc(CN2N=C3C=CC(=CN3C2=O)c4ccc(OC(F)(F)F)cc4)n1	CHEMBL3809641	pIC50=5.72
FC(F)(F)Oc1ccc(CNC(=O)C2N(CC(F)(F)c3ccccn3)C(=O)c4ccccc24)cc1	CHEMBL2164363	pIC50=5.72
FC(F)(F)Oc1ccc(cc1)C2=CN3C(=O)NN=C3C=C2	CHEMBL3809055	pIC50=5.72
OC(COc1ccccc1C(=O)c2ccccc2)CN3CCC(CC3)C(=O)Nc4ccccc4	CHEMBL3634331	pIC50=5.72
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10cccc%11ccccc%10%11)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%12CCCN%12C1=O)C(C)C	CHEMBL3798843	pIC50=5.75
COc1ccc2[nH]cc(CC\N=C(\N)/NC(=O)c3ccc(C)cc3)c2c1	CHEMBL421032	pIC50=5.75
COc1ccc2c(NC3(CCN(CC3)C(=O)c4ccc5cccnc5c4)c6cccn26)c1	CHEMBL3337600	pIC50=5.76
Cc1ccccc1C(=O)NC(=N)NCCCCc2ccccc2	CHEMBL106459	pIC50=5.76
COc1cc2nnc(n2cc1c3ccc(OC(F)(F)F)cc3)C(F)(F)F	CHEMBL3808737	pIC50=5.78
COc1ccc2c(NC3(CCN(CC3)C(=O)c4ccc5c(ccn5C)c4)c6cccn26)c1	CHEMBL3337601	pIC50=5.78
CN(C)CCC=C1c2ccccc2CCc3ccccc13	amitriptyline	pIC50=5.8
COc1cnc(cn1)c2c(F)ccc(F)c2CCNC(=O)c3ccc(COCC(F)(F)F)nc3	CHEMBL2147308	pIC50=5.8
Cc1cnc(cn1)c2c(F)ccc(F)c2CCNC(=O)c3ccc(COCC(F)(F)F)nc3	CHEMBL2147309	pIC50=5.8
FC(F)(F)c1ccc(CNC(=O)C2N(CCc3ccccn3)C(=O)c4ccccc24)cc1	CHEMBL2164387	pIC50=5.8
COc1cc(cc(OC)c1OC)C(=O)NC(=N)NCCCCc2ccccc2	CHEMBL110164	pIC50=5.82
FC(F)(F)Oc1ccc(cc1)c2ccn3nccc3n2	CHEMBL3808625	pIC50=5.82
Nc1noc2ccc(cc12)c3cc(Cl)ccc3Oc4cc(F)c(cc4F)S(=O)(=O)Nc5ncns5	CHEMBL3341983	pIC50=5.86
Cc1onc(c1NC(=O)OCc2ccc(OC3CCCC3)nc2)c4c(Cl)cccc4Cl	CHEMBL1797392	pIC50=5.87
NC(=O)c1cc(C(=O)N)n(n1)c2cccc(c2)c3cc(ccc3C(F)(F)F)C(F)(F)F	CHEMBL1631095	pIC50=5.88
CC1(CN(CCO1)c2cccc3cc(ccc23)S(=O)(=O)Nc4ncns4)c5ccccc5	CHEMBL3682626	pIC50=5.89
CC(C)Oc1ncc(Oc2cc(F)c(cc2C3CC3)C(=O)NS(=O)(=O)N4CCC4)cc1Cl	CHEMBL3341984	pIC50=5.92
Cc1ccc(NC(=O)C2N(CCc3ccccn3)C(=O)c4ccccc24)cc1C	CHEMBL2164383	pIC50=5.92
FC(F)(F)Oc1ccc(CNC(=O)C2N(CCc3ccccn3)C(=O)c4ccccc24)cc1	CHEMBL2164389	pIC50=5.92
Fc1ccc(CCN2C(C(=O)NCc3ccc(OC(F)(F)F)cc3)c4ccccc4C2=O)nc1	CHEMBL2164047	pIC50=5.92
OC(COc1ccc(cc1)C(=O)c2ccccc2)CN3CCC(CC3)N4Cc5ccccc5C4=O	CHEMBL3632641	pIC50=5.92
CCCCc1oc2ccc(cc2n1)C(=O)N3CCC4(CC3)Nc5cc(OC)ccc5n6cccc46	CHEMBL3337596	pIC50=5.93
COc1ccc2c(NC3(CCN(CC3)C(=O)c4ccc5OCCN(C)c5c4)c6cccn26)c1	CHEMBL3337594	pIC50=5.94
CCOc1ccc(cc1)C(=O)NC(=N)NCCCCc2ccccc2	CHEMBL108727	pIC50=5.96
OC(COc1ccc(cc1)C(F)(F)F)CN2CCC(CC2)NC(=O)c3ccccc3	CHEMBL3632696	pIC50=5.96
CC1(C)[C@H]2CC[C@H](COc3cc(F)c(cc3Cl)C(=O)NS(=O)(=O)C)[C@@H]1C2	CHEMBL3654182	pIC50=5.97
COc1ccc2c(NC3(CCN(CC3)C(=O)c4ccc5ncccc5c4)c6cccn26)c1	CHEMBL3337597	pIC50=5.99
COc1cnc(cn1)c2c(C)ccc(F)c2CCNC(=O)c3ccc(COCC(F)(F)F)nc3	CHEMBL2147307	pIC50=6.0
Fc1ccc2c(c1)c(OCC(=O)N3CCOCC3)nn2c4ccccc4F	CHEMBL3798493	pIC50=6.0
O=C(NC1CCc2ccccc2C1)N3CCC4(CC3)CC(=O)c5ccccc5O4	CHEMBL495601	pIC50=6.0
Fc1cc(OCC23CC4(F)CC(F)(CC(F)(C4)C2)C3)c(cc1C(=O)NS(=O)(=O)N5CCC5)C6CC6	CHEMBL3658000	pIC50=6.02
FC(F)(F)Oc1ccc(cc1)c2ccc3ncnn3c2	CHEMBL3809877	pIC50=6.03
Fc1cc(OCC2CCC(F)(F)CC2)c(cc1C(=O)NS(=O)(=O)N3CCC3)C4CC4	CHEMBL3662230	pIC50=6.03
Oc1cccc2C(N(CCc3ccccn3)C(=O)c12)C(=O)NCc4ccc(OC(F)(F)F)cc4	CHEMBL2164041	pIC50=6.03
FC(F)(F)Oc1cccc(c1)C(=O)NCc2noc(n2)c3c4ccccc4nn3CCn5ccnc5	CHEMBL3236329	pIC50=6.04
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cccc9ccccc89)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc%10ccc(O)cc%10)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%11ccccc%11)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%12CCCN%12C1=O)C(C)C	CHEMBL3800504	pIC50=6.05
FC(F)(F)Oc1ccc(cc1)c2ccn3ncc(c3n2)C(F)(F)F	CHEMBL3810153	pIC50=6.05
FC(F)Oc1ccc(cc1)c2ccc3nnc(n3c2)C(F)(F)F	CHEMBL3808917	pIC50=6.05
Fc1cccc2C(=O)N(CCc3ccccn3)C(C(=O)NCc4ccc(OC(F)(F)F)cc4)c12	CHEMBL2164368	pIC50=6.09
COc1ncc(cn1)c2c(C)ccc(F)c2CCNC(=O)c3ccc(OCCC(F)(F)F)nc3	CHEMBL2147305	pIC50=6.1
CN(C)S(=O)(=O)NC(=O)c1cc(Cl)c(OCC23CC4CC(CC(C4)C2)C3)cc1F	CHEMBL3657820	pIC50=6.11
CS(=O)(=O)NC(=O)c1cc(Cl)c(OCC2CC3C4CCC(C4)C3C2)cc1F	CHEMBL3657929	pIC50=6.13
