NC(N)=N	guanidine
COC1=C(OC)C=C(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)C=C1	vernakalant	pIC50=4.87451887	pIC50=4.87451887	pIC50=4.87451887
NC1=CC=NC=C1	fampridine
NC1=CC=NC=C1N	amifampridine
Fc1ccc(CN(C[C@@H]2CCC(=O)N2)S(=O)(=O)c3cccc(Cl)c3)cc1	CHEMBL3127411	pIC50=6.1
CC(C)(CNC(=O)CC1CCCCO1)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1289851	pIC50=6.11
CC(C)(CNc1noc2ccccc12)c3ccccc3	CHEMBL3298141	pIC50=6.11
CCN(C(=O)c1cnc2OC(C)(C)[C@@H](O)[C@H](NS(=O)(=O)c3ccc(CC)cc3)c2c1)c4cccc(C)c4	CHEMBL408935	pIC50=6.11
CCOc1ccc(CCN2[C@H](CN(NS(=O)(=O)C)C2=O)c3ccc(OC)cc3)cc1	CHEMBL570805	pIC50=6.11
CC(C)N(C(C)C)C(=O)C(C(CNC(=O)NCc1ccccc1Cl)c2ccccc2)c3cccnc3	CHEMBL386556	pIC50=6.12
CCc1ccc(cc1)S(=O)(=O)N[C@@H]2[C@@H](O)Cc3ccc(NC(=O)c4cccc(OC)c4)cc23	CHEMBL391455	pIC50=6.12
Cl.Cl.CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C=Cc4occc4C3=O)Cc5ccc(C)nc5C)ccc12	CHEMBL3730396	pIC50=6.12
CC1=C(C(c2ccc(C)c(C)c2)n3nccc3N1)C(=O)N4CCN(CC4)c5ccc(F)cc5	CHEMBL480796	pIC50=6.13
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4nc5ccccc5s4	CHEMBL584937	pIC50=6.13
CCCNC(c1cccnc1)P(=O)(c2ccccc2)c3ccccc3	CHEMBL2312928	pIC50=6.13
Cc1ccc(cc1)S(=O)(=O)N\N=C\c2cn(CC(=O)Nc3ccccc3Cl)c4ccccc24	CHEMBL2440383	pIC50=6.13
CC(C)(CNC(=O)C1(O)CCCC1)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1289531	pIC50=6.14
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nc(C)cc3N1)c4ncn(n4)c5ccccc5C	CHEMBL2332461	pIC50=6.14
Clc1ccc(OCCN2CCN(CC2)C(=O)c3cccs3)cc1	CHEMBL3262802	pIC50=6.14
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCc3ccc(NC(=O)c4cccc(Cl)c4)cc23	CHEMBL512460	pIC50=6.15
COC(=O)CC(C(C(=O)N(C(C)C)C(C)C)c1cccnc1)c2cccnc2	CHEMBL216310	pIC50=6.15
CCCNC(=O)C1N(CC(C)c2ccc(Cl)cc2)C(=O)c3ccccc13	CHEMBL3786344	pIC50=6.16
Cc1ccc(cc1)S(=O)(=O)Nc2ccccc2C(=O)N(Cc3ccccc3)Cc4cccnc4	CHEMBL316302	pIC50=6.16
Cc1ccc(cc1)S(=O)(=O)Nc2ccccc2C(=O)N(Cc3ccccc3)Cc4nccn4C	CHEMBL95368	pIC50=6.16
Cl.Cl.CN(CCN(CCCOc1ccc2N(C)C(=O)C(C)(C)C(=O)N(C)c2c1)Cc3ccncc3)C(=O)c4ccccc4	CHEMBL3729169	pIC50=6.16
O=C(NCc1ccccc1c2ccccc2C(=O)NCCc3ccccn3)OCc4ccccc4	CHEMBL148159	pIC50=6.16
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCCC4	CHEMBL465276	pIC50=6.18
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCCC4c5ccccn5	CHEMBL601456	pIC50=6.18
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4nc5ccc(Cl)cc5n4C	CHEMBL567024	pIC50=6.18
CC1=C(C(c2ccc3ccccc3c2)n4nccc4N1)C(=O)N5CCN(CC5)c6ccc(F)cc6	CHEMBL467631	pIC50=6.19
CCN(C(=O)c1cnc2OC(C)(C)[C@@H](O)[C@H](NS(=O)(=O)c3ccc(CC)cc3)c2c1)c4cccc(Cl)c4	CHEMBL407161	pIC50=6.19
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCc3ccc(NC(=O)c4cc(OC)cc(OC)c4)cc23	CHEMBL467672	pIC50=6.19
CC(C)(CNC(=O)C1(O)CCC(F)(F)CC1)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1289743	pIC50=6.2
CCN(Cc1c(F)cccc1Cl)C(=O)c2cnc3OC(C)(C)[C@@H](O)[C@H](NS(=O)(=O)c4ccc(CC)cc4)c3c2	CHEMBL258934	pIC50=6.21
COCCN(c1cccnc1)P(=O)(c2ccccc2)c3ccccc3	CHEMBL2313227	pIC50=6.21
C1CCN(C1)[C@@H]([C@H](N2CCCC2)c3ccccc3)c4ccccc4	CHEMBL2152525	pIC50=6.22
CC(C)(CN1C(C(=O)NCCCC(F)F)c2ccccc2C1=O)c3ccc(F)cc3	CHEMBL3785198	pIC50=6.22
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nc(cc3N1)C(F)(F)F)c4ncnn4C5CCC(CC5)C(F)(F)F	CHEMBL2331983	pIC50=6.22
CCN(Cc1ccc(OC)cc1)C(=O)c2cnc3OC(C)(C)[C@@H](O)[C@H](NS(=O)(=O)c4ccc(CC)cc4)c3c2	CHEMBL259666	pIC50=6.22
CC[C@H](NC(=O)c1ccccc1NS(=O)(=O)c2ccc(OC)cc2)c3ccccc3	CHEMBL327816	pIC50=6.22
CC[C@H](NC(=O)c1ccccc1NS(=O)(=O)c2cccc3cccnc23)c4ccccc4	CHEMBL273418	pIC50=6.22
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCc3ccc(NC(=O)NCc4ccccc4)cc23	CHEMBL466858	pIC50=6.22
COc1ccc(CCN2C(CN(NS(=O)(=O)C)C2=O)c3ccc(C)c(C)c3)cc1	CHEMBL585163	pIC50=6.22
COc1ccc(CCN2[C@H](CN(NS(=O)(=O)Cc3cccnc3)C2=O)c4ccc(OC)cc4)cc1	CHEMBL568957	pIC50=6.22
CC(C)N(C(C)C)C(=O)C(C(CC(=O)NCCCc1ccccc1)c2ccccc2)c3cccnc3	CHEMBL439539	pIC50=6.23
CCCCCNC(=O)C1=C(C)Nc2ccnn2C1c3ccc(Cl)c(Cl)c3	CHEMBL480611	pIC50=6.23
CCCN(c1ccon1)P(=O)(c2ccccc2)c3ccccc3	CHEMBL2312918	pIC50=6.23
CCc1ccc(cc1)S(=O)(=O)N[C@H]2CCCc3ccc(NC(=O)c4cccc(OC)c4)cc23	CHEMBL513486	pIC50=6.23
COCCN(C)C(c1ccccc1)C(O)(c2cccnc2)c3cccnc3	CHEMBL1092574	pIC50=6.23
CCCCCN(CCCCC)C(=O)C1=C(C)Nc2ccnn2C1c3ccc(Cl)c(Cl)c3	CHEMBL517025	pIC50=6.24
Cl.Cl.Cl.CCCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCc3cccnc3)Cc4ccncc4)ccc12	CHEMBL3729766	pIC50=6.24
Cl.Cl.Cl.CCN1C(=O)C(C)(C)C(=O)N(CC)c2cc(OCCCN(CCc3cccnc3)Cc4ccncc4)ccc12	CHEMBL3732894	pIC50=6.24
CC(C)(CNC(=O)C1(CCOCC1)C#N)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1289969	pIC50=6.25
COc1ccc(CCCN2[C@@H](CN(NS(=O)(=O)C)C2=O)c3ccc(OC)cc3)cc1	CHEMBL570360	pIC50=6.25
CC(C)(CNC(=O)C1(CC1)C#N)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1289299	pIC50=6.27
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4nc5cc(ccc5n4C)C(F)(F)F	CHEMBL585353	pIC50=6.27
CC1=C(C(c2cccc(C)c2)n3nccc3N1)C(=O)N4CCN(CC4)c5ccc(F)cc5	CHEMBL465125	pIC50=6.27
COc1ccc(CC(=O)N2CCSC2c3ccc(C)c(C)c3)cc1	CHEMBL216496	pIC50=6.27
Cl.Cl.Cl.CN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCc3cccnc3)Cc4ccncc4)ccc12	CHEMBL3728509	pIC50=6.27
O=P(NCc1cccnc1c2cccc(c2)C#N)(c3ccccc3)c4ccccc4	CHEMBL2312930	pIC50=6.27
COc1ccc(cc1)[C@H]2CN(NS(=O)(=O)C)C(=O)N2CCc3ccc(OC(F)(F)F)cc3	CHEMBL583047	pIC50=6.28
Cn1ccnc1C(=O)NCC(C)(C)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1289070	pIC50=6.28
O=P(N(Cc1ccccn1)c2cccnc2)(c3ccccc3)c4ccccc4	CHEMBL2313226	pIC50=6.28
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4nc5ccccc5[nH]4	CHEMBL569268	pIC50=6.29
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)C(C)(C)Oc3ccc(cc23)S(=O)(=O)NCCc4ccccc4	CHEMBL390128	pIC50=6.29
COc1ccc2c(c1)c(\C=N\NS(=O)(=O)c3ccc(C)cc3)cn2CC(=O)Nc4ccc(Cl)cc4	CHEMBL2440387	pIC50=6.29
OC(C(N1CCCOCC1)c2ccccc2)(c3cccnc3)c4cccnc4	CHEMBL1091163	pIC50=6.29
CC(C)N(C(C)C)C(=O)C(C(CNC(=O)CCc1ccccc1Cl)c2ccccc2)c3cccnc3	CHEMBL373704	pIC50=6.3
CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1P(=O)(c2ccccc2)c3ccccc3	CHEMBL1088844	pIC50=6.3
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C=Cc4sccc4C3=O)Cc5cccnc5C)ccc12	CHEMBL3729707	pIC50=6.3
CC[C@H](NC(=O)c1cc(OC)ccc1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3	CHEMBL318879	pIC50=6.3
Cc1ccc(cc1)S(=O)(=O)Nc2ccccc2C(=O)N(Cc3ccccc3)Cc4cc[nH]n4	CHEMBL319310	pIC50=6.3
CC(C)(CNC(=O)C1CC1)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1289068	pIC50=6.31
CC(C)N(C(C)C)C(=O)C(C(CNC(=O)N[C@@H](C)c1ccccc1)c2ccccc2)c3cccnc3	CHEMBL216254	pIC50=6.31
CCCNC(=O)C1=C(C)Nc2ccnn2C1c3ccc(Cl)c(Cl)c3	CHEMBL447625	pIC50=6.31
CC(C)(CNC(=O)C(C)(O)C(F)(F)F)CN(C1=NS(=O)(=O)c2cc(F)ccc12)c3ccccc3	CHEMBL1289419	pIC50=6.32
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCC[C@H]4c5nnn(C)n5	CHEMBL601035	pIC50=6.32
COc1ccc(CCN2[C@@H](CN(NS(=O)(=O)C)C2=O)c3ccc(OC)cc3)cc1	CHEMBL569185	pIC50=6.32
CC(C)(CNC(=O)c1ncccc1O)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1289301	pIC50=6.34
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C=Cc4occc4C3=O)Cc5cnccc5C)ccc12	CHEMBL3730543	pIC50=6.34
CC(C)(CNC(=O)C1(O)CCCCC1)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1289639	pIC50=6.35
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCc3ccc(NC(=O)c4ccc(OC)cc4)cc23	CHEMBL467041	pIC50=6.35
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCc3ccc(NC(=O)c4ccccc4OC)cc23	CHEMBL467040	pIC50=6.35
CC(C)(CNC(=O)C1CCCCO1)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1289850	pIC50=6.36
CC1=C(C(c2ccc(Cl)cc2)n3nccc3N1)C(=O)N4CCN(CC4)c5ccc(F)cc5	CHEMBL465939	pIC50=6.36
CCCCNC(=O)C1=C(C)Nc2ccnn2C1c3ccc(Cl)c(Cl)c3	CHEMBL481396	pIC50=6.36
CCN(CC)C(=O)C1=C(C)Nc2ccnn2C1c3ccc(Cl)c(Cl)c3	CHEMBL519762	pIC50=6.36
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C=Cc4occc4C3=O)Cc5cccnc5C)ccc12	CHEMBL3731925	pIC50=6.36
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCc3ccc(NC(=O)c4cccc(OC)c4)cc23	CHEMBL239807	pIC50=6.36
Cl.Cl.CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C=Cc4oc(C)cc4C3=O)Cc5ccncc5)ccc12	CHEMBL3730746	pIC50=6.36
CC(C)N(C(C)C)C(=O)C(C(CC(=O)NCc1ccccc1F)c2ccccc2)c3cccnc3	CHEMBL217251	pIC50=6.37
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCc3ccc(NC(=O)C#Cc4ccccc4)cc23	CHEMBL467479	pIC50=6.37
COc1cccc(c1)C(=O)Nc2ccc3CC[C@@H](O)[C@H](NS(=O)(=O)c4ccc(cc4)C(C)C)c3c2	CHEMBL512964	pIC50=6.37
CC1=C(C(c2cc(C)cc(C)c2)n3nccc3N1)C(=O)N4CCN(CC4)c5ccc(F)cc5	CHEMBL480990	pIC50=6.38
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nc(cc3N1)C(F)(F)F)C(=O)N4CCN(CC4)c5ccc(F)cc5	CHEMBL2042149	pIC50=6.38
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C=Cc4sccc4C3=O)Cc5cccnc5)ccc12	CHEMBL3728819	pIC50=6.38
CC(C)(CNC(=O)c1occc1)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1290509	pIC50=6.39
CC(C)N(C(C)C)C(=O)C(C(CC(=O)NCCc1ccccc1)c2ccccc2)c3cccnc3	CHEMBL384706	pIC50=6.39
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nc(cc3N1)C(F)(F)F)c4ncnn4c5cc(C)ccn5	CHEMBL2332445	pIC50=6.39
C[C@H](OC(=O)NCc1ccccc1c2cccnc2C(=O)NCC3CC3)c4ccccc4	CHEMBL148356	pIC50=6.4
Cc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)C(C)(C)Oc3ccc(cc23)C(=O)NCCc4ccccc4	CHEMBL228441	pIC50=6.4
Cl.Cl.Cl.CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCc3cccnc3)Cc4ccncc4)ccc12	CHEMBL3731323	pIC50=6.4
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nc(cc3N1)C(F)(F)F)c4ncnn4c5ccc(C)cn5	CHEMBL2332446	pIC50=6.41
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C=Cc4occc4C3=O)Cc5cccnc5)ccc12	CHEMBL3730145	pIC50=6.41
CCN(C(=O)c1cnc2OC(C)(C)[C@@H](O)[C@H](NS(=O)(=O)c3ccc(CC)cc3)c2c1)c4ccccc4	CHEMBL406415	pIC50=6.42
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C=Cc4ccsc4C3=O)Cc5ccncc5)ccc12	CHEMBL3732294	pIC50=6.42
CC(C)(CNC(=O)C1(C)CC1)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1289417	pIC50=6.43
COc1cnccc1C(=O)NCC(C)(C)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1289300	pIC50=6.43
CC(C)(CNC(=O)c1cocc1)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1290510	pIC50=6.44
CC(C)N(C(C)C)C(=O)C(C(CNC(=O)NCc1ccc(Br)cc1)c2ccccc2)c3cccnc3	CHEMBL386975	pIC50=6.44
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C=Cc4ccccc4C3=O)S(=O)(=O)c5ccccc5)ccc12	CHEMBL3731879	pIC50=6.44
CC(C)N(C(C)C)C(=O)C(C(CNC(=O)NCc1ccc(F)cc1)c2ccccc2)c3cccnc3	CHEMBL385249	pIC50=6.45
CC(C)(CNC(=O)c1cnccn1)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1289188	pIC50=6.46
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCc3ccc(NC(=O)[C@H]4C[C@@H]4c5ccccc5)cc23	CHEMBL512242	pIC50=6.46
CC(C)(CNC(=O)n1cccc1)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1290618	pIC50=6.47
CC(C)N(C(C)C)C(=O)C(C(CNC(=O)NCc1cccc(F)c1)c2ccccc2)c3cccnc3	CHEMBL385662	pIC50=6.47
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCc3ccc(NC(=O)c4ccc(Cl)cc4)cc23	CHEMBL467671	pIC50=6.47
COc1ccc(CCN2[C@H](CN(NS(=O)(=O)Cc3ccccc3)C2=O)c4ccc(OC)cc4)cc1	CHEMBL569628	pIC50=6.47
Cc1cccc(c1)S(=O)(=O)N[C@H]2[C@H](O)C(C)(C)Oc3ccc(cc23)C(=O)NCCc4ccccc4	CHEMBL228491	pIC50=6.47
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C=Cc4oc(C)cc4C3=O)Cc5cnccc5C)ccc12	CHEMBL3733333	pIC50=6.48
COc1ccc(CCN2[C@H](CN(NS(=O)(=O)C)C2=O)c3ccc(OC)cc3)cc1	CHEMBL569184	pIC50=6.48
Clc1cccc(c1)c2ncccc2CNP(=O)(c3ccccc3)c4ccccc4	CHEMBL2312929	pIC50=6.48
COC(=O)CC(C(C(=O)N(C(C)C)C(C)C)c1cccc(c1)C#N)c2cccnc2	CHEMBL386226	pIC50=6.49
CC(C)(CNC(=O)C1(CCC1)C(F)(F)F)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1289530	pIC50=6.5
CC(C)(CNC(=O)C1CC1(F)F)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1289416	pIC50=6.5
CCc1ccc(cc1)S(=O)(=O)N(CC(C)C)[C@H]2[C@H](O)C(C)(C)Oc3ccc(cc23)C(=O)NCCc4ccccc4	CHEMBL396551	pIC50=6.5
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)C(C)(C)Oc3ccc(cc23)C(=O)Nc4ccc(Br)cc4	CHEMBL259118	pIC50=6.5
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCCC4c5ccncc5	CHEMBL601247	pIC50=6.51
CCCCN(CCCC)C(=O)C1=C(C)Nc2ccnn2C1c3ccc(Cl)c(Cl)c3	CHEMBL520917	pIC50=6.51
Cl.Cl.CCCc1ncccc1CN(CCCOc2ccc3N(CC)C(=O)C(C)(C)C(=O)N(C)c3c2)CCN4C=Cc5oc(C)cc5C4=O	CHEMBL3730685	pIC50=6.51
C1CCN(C1)[C@H]([C@@H](N2CCCC2)c3ccccc3)c4ccccc4	CHEMBL2152524	pIC50=6.52
CC(C)C[C@H](NC(=O)c1ccccc1c2ccccc2CNC(=O)OCc3ccccc3)C(=O)N	CHEMBL146482	pIC50=6.52
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCC[C@H]4c5nc(C)c(C)s5	CHEMBL606204	pIC50=6.52
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@@H](O)Cc3ccc(NC(=O)c4cccc(OC)c4)cc23	CHEMBL398397	pIC50=6.52
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCc3ccc(NC(=O)[C@H]4CCCN4Cc5cccc(OC)c5)cc23	CHEMBL494025	pIC50=6.52
C[C@H](CC(=O)NCc1ccccc1c2ccccc2C(=O)NCCc3ccccn3)c4ccccc4	CHEMBL144174	pIC50=6.52
CC(C)N(C(C)C)C(=O)C(C(CNC(=O)NCCc1ccccc1)c2ccccc2)c3cccnc3	CHEMBL385960	pIC50=6.53
CC(C)(CNC(=O)c1cscn1)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1290621	pIC50=6.54
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4nc5ccc(F)cc5n4C	CHEMBL566811	pIC50=6.54
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCc3cccnc3)Cc4ccccc4)ccc12	CHEMBL3729664	pIC50=6.54
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)C(C)(C)Oc3ccc(NC(=O)c4cccc(OC)c4)cc23	CHEMBL231203	pIC50=6.54
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCc3ccc(NC(=O)[C@H]4CCCN4Cc5cccc(OC(F)(F)F)c5)cc23	CHEMBL475630	pIC50=6.54
CC(C)N(C(C)C)C(=O)C(C(CNC(=O)N[C@H](C)c1ccccc1)c2ccccc2)c3cccnc3	CHEMBL216436	pIC50=6.55
CC1=C(C(c2ccc(Cl)cc2Cl)n3nccc3N1)C(=O)N4CCN(CC4)c5ccc(F)cc5	CHEMBL464067	pIC50=6.55
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nc(cc3N1)C(C)(C)C)c4ncnn4C5CCC5	CHEMBL2331998	pIC50=6.55
CC1=C([C@@H](c2nc3ccccc3s2)n4nc(cc4N1)C(F)(F)F)C(=O)N5CCC[C@H]5c6onc(C)c6	CHEMBL2042160	pIC50=6.55
CCc1ccc(cc1)S(=O)(=O)N(Cc2c[nH]cn2)[C@H]3[C@H](O)C(C)(C)Oc4ccc(cc34)C(=O)NCCc5ccccc5	CHEMBL230775	pIC50=6.55
CCc1ccc(cc1)S(=O)(=O)N[C@H]2CCCc3ccc(NC(=O)CCc4ccccc4)cc23	CHEMBL513656	pIC50=6.55
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)C(C)(C)Oc3ccc(cc23)C(=O)N(C)c4ccccc4	CHEMBL388538	pIC50=6.55
Cl.Cl.Cl.CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCc3cccnc3)Cc4ccncc4C)ccc12	CHEMBL3729196	pIC50=6.55
OC(C(N1CCCC1)c2ccccc2)(c3cccnc3)c4cccnc4	CHEMBL1089159	pIC50=6.55
CC(C)(CNC(=O)CC(F)(F)F)CN(C1=NS(=O)(=O)c2cc(F)ccc12)c3ccccc3	CHEMBL1290737	pIC50=6.57
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C=Cc4ccccc4C3=O)Cc5occc5)ccc12	CHEMBL3729281	pIC50=6.57
CC(C)(CNc1noc2cccc(O)c12)c3ccccc3	CHEMBL3298146	pIC50=6.58
COC(=O)CC(C(C(=O)N(C(C)C)C(C)C)c1ccccc1)c2cccnc2	CHEMBL384974	pIC50=6.58
COC(=O)C[C@H]([C@H](C(=O)N(C(C)C)C(C)C)c1cccnc1)c2ccccc2	CHEMBL383874	pIC50=6.58
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nc(cc3N1)C(F)(F)F)c4ncnn4c5cccc(F)n5	CHEMBL2332442	pIC50=6.59
CCc1ccc(cc1)S(=O)(=O)N[C@@H]2[C@@H](O)C(C)(C)Oc3ccc(cc23)C(=O)N4CCC[C@H]4CNc5c(C)cccc5C	CHEMBL389891	pIC50=6.59
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)C(C)(C)Oc3ccc(cc23)C(=O)NCCc4ccccc4	CHEMBL228329	pIC50=6.59
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)C(C)(C)Oc3ccc(cc23)C(=O)Nc4ccccc4	CHEMBL231300	pIC50=6.59
COc1ccc(CNC(=O)NCC(C(C(=O)N(C(C)C)C(C)C)c2cccnc2)c3ccccc3)cc1	CHEMBL384095	pIC50=6.59
OC(C(N1CCOCC1)c2ccccc2)(c3cccnc3)c4cccnc4	CHEMBL1090794	pIC50=6.59
CC(C)N(C(C)C)C(=O)C(C(CC(=O)NC(C)c1ccccc1)c2ccccc2)c3cccnc3	CHEMBL218128	pIC50=6.6
CC(C)N(C(C)C)C(=O)C(C(CNC(=O)CCCc1ccccc1)c2ccccc2)c3cccnc3	CHEMBL217684	pIC50=6.6
CC(C)N(C(C)C)C(=O)C(C(CNC(=O)NCc1cccc(C)c1)c2ccccc2)c3cccnc3	CHEMBL384780	pIC50=6.6
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCc3ccc(NC(=O)CCc4ccccc4)cc23	CHEMBL466224	pIC50=6.6
COC(=O)CC(C(C(=O)N(C(C)C)C(C)C)c1ccccc1)c2ccccc2	CHEMBL216086	pIC50=6.6
COc1ccc(CCN2C(CN(NS(=O)(=O)C)C2=O)c3ccc(cc3)C(F)(F)F)cc1	CHEMBL571041	pIC50=6.6
Cc1ccc(cc1)S(=O)(=O)N\N=C\c2cn(CC(=O)Nc3ccc(F)cc3F)c4ccccc24	CHEMBL2440384	pIC50=6.6
Cl.Cl.CN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCc3cccnc3)Cc4ccccc4C)ccc12	CHEMBL3731891	pIC50=6.6
CC(C)(CNC(=O)C1(CC1)C(F)(F)F)CN(C2=NS(=O)(=O)c3cc(F)ccc23)c4ccccc4	CHEMBL1289186	pIC50=6.62
CC(C)N(C(C)C)C(=O)C(C(CNC(=O)NCc1ccc(C)cc1)c2ccccc2)c3cccnc3	CHEMBL217291	pIC50=6.62
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C(=O)C=Cc4ccccc34)Cc5ccncc5)ccc12	CHEMBL3731066	pIC50=6.62
CCc1ccc(cc1)S(=O)(=O)NCc2cccc(NC(=O)c3cccc(OC)c3)c2	CHEMBL241513	pIC50=6.62
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)C(C)(C)Oc3ccc(CNCCc4ccccc4)cc23	CHEMBL387950	pIC50=6.62
COc1ccc(CCN2C(CN(NS(=O)(=O)C)C2=O)c3ccc(C)cc3)cc1	CHEMBL572153	pIC50=6.62
COc1ccc(CCN2C(CN(NS(=O)(=O)C)C2=O)c3ccc(OC(C)C)cc3)cc1	CHEMBL571952	pIC50=6.62
CCN(CC)C(c1ccccc1)C(O)(c2cccnc2)c3cccnc3	CHEMBL1091162	pIC50=6.63
CC1=C(C(c2ccc(Cl)s2)n3nccc3N1)C(=O)N4CCN(CC4)c5ccc(F)cc5	CHEMBL480019	pIC50=6.64
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nc(cc3N1)C4CC4)C(=O)N5CCC[C@H]5c6onc(C)c6	CHEMBL2042159	pIC50=6.64
