OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC(CC2=CC3=C(S2)C=CC=C3)=C(F)C=C1	ipragliflozin	pIC50=8.1319437	pIC50=8.1319437	pIC50=8.1319437
CCOC1=CC=C(CC2=C(C)C=C(OC)C(=C2)[C@@H]2S[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1	luseogliflozin	pIC50=8.64589119	pIC50=8.64589119	pIC50=8.64589119
CCC1=CC=C(CC2=CC3=C(CO[C@]33O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2)C=C1	tofogliflozin	pIC50=8.53760242	pIC50=8.53760242	pIC50=8.53760242
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C(Cl)C=C1	empagliflozin	pKd=7.24412537	pKd=7.24412537	pKd=7.24412537	pIC50=8.51
CC1=C(CC2=CC=C(S2)C2=CC=C(F)C=C2)C=C(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	canagliflozin	pIC50=8.6575775	pIC50=8.6575775	pIC50=8.6575775	pIC50=8.17	pIC50=8.66
[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC(CC2=CC=C(OCC)C=C2)=C(Cl)C=C1	dapagliflozin	pIC50=9.30000019	pIC50=9.30000019	pIC50=9.30000019	pIC50=7.66
CCOC(=O)NC(=O)NC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3786161	pEC50=6.0
Cc1ccc(cc1)c2cccc(c2)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O	CHEMBL487667	pEC50=6.54
CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc3ccc(O)cc3	CHEMBL2159106	pIC50=6.55
CCOc1ccc(Cc2cc(ccc2Cl)[C@@H]3OC(O)[C@@H](O)[C@H](O)[C@H]3O)cc1	CHEMBL567372	pIC50=6.55
CCOc1ccc(Cc2cc(ccc2O)[C@@H]3S[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1	CHEMBL1092274	pIC50=6.55
COC(=O)C(=O)NC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3786347	pEC50=6.55
CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c4sccc4c2Cl)cc1	CHEMBL3703822	pIC50=6.56
COc1ccc(Cc2cn([C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)c4cccc(Cl)c24)cc1	CHEMBL1650487	pEC50=6.56
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(CN3N=C4C=C(C=CN4C3=O)C(F)(F)F)c2	CHEMBL3288746	pIC50=6.56
Cc1cc(C)n2c1C=C3C=CC(=[N+]3[B-]2(F)F)CCC(=O)NCCCCOc4ccc(Cc5cc(ccc5Cl)[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)cc4	CHEMBL506354	pIC50=6.57
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ccc(nn3)c4ccc(F)cc4)c2	CHEMBL1083980	pIC50=6.57
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3nccnn3)c2	CHEMBL3679702	pIC50=6.58
CC(C)c1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn1	CHEMBL1083370	pIC50=6.59
CCOC(=O)OC[C@H]1O[C@@H](Oc2ccccc2Cc3ccc(OC)cc3)[C@H](O)[C@@H](O)[C@@H]1O	CHEMBL450044	pIC50=6.59
Cc1ccc(Cc2nc(sc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1	CHEMBL1213861	pIC50=6.59
Cc1onc(c1)c2nnc(Cc3cc(ccc3Cl)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)s2	CHEMBL590299	pIC50=6.59
O[C@@H]1CO[C@H]([C@H](O)[C@H]1O)n2cc(Cc3ccc(O)cc3)c4c(Cl)cccc24	CHEMBL1650502	pEC50=6.59
CCCCc1ccc(Cc2nc(sc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1	CHEMBL1213936	pIC50=6.6
CCOC(=O)C(=O)NC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3785234	pEC50=6.6
CCn1c(CN2C(=O)COc3ccc(cc23)C(F)(F)F)nnc1SCc4ccc(Cl)cc4	CHEMBL1762488	pIC50=6.6
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3nnc(s3)c4oc5ccccc5c4)c2	CHEMBL602721	pIC50=6.6
CC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3cnc(nc3)c4cocc4)c2	CHEMBL1289280	pIC50=6.61
CN1C(=O)N(c2ccc(Cc3cc(ccc3Cl)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc2)C(C)(C)C1=O	CHEMBL3288754	pIC50=6.61
CCc1ccc(Cc2cc3c(CO[C@]34O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc2c5ccccc5)cc1	CHEMBL2172388	pIC50=6.62
O[C@@H]1CO[C@H]([C@H](O)[C@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Br)cccc25	CHEMBL1650506	pEC50=6.62
CCCc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn1	CHEMBL1083369	pIC50=6.63
NC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3785403	pEC50=6.63
O[C@@H]1CO[C@H]([C@H](O)[C@H]1O)n2cc(Cc3ccc4OCCOc4c3)c5c(Cl)cccc25	CHEMBL1650495	pEC50=6.63
CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc3ccc(C)cc3	CHEMBL2159109	pIC50=6.64
CCOC(=O)c1nnn(c1[C@H](O)[C@@H](O)[C@H](C)O)c2cc3oc4ccccc4c3cc2OC	CHEMBL3125149	pIC50=6.64
CC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3cnc(nc3)c4nncs4)c2	CHEMBL1289398	pIC50=6.65
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(CN3N=C4C=CC(=CN4C3=O)C5(CC5)C#N)c2	CHEMBL3659997	pIC50=6.65
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(CN3N=C4C=CC(=CN4C3=O)F)c2	CHEMBL3288742	pIC50=6.65
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ccc(nn3)c4ccccc4)c2	CHEMBL1083979	pIC50=6.65
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ccc4ncnn4c3)c2	CHEMBL3660000	pIC50=6.65
CCCc1nnc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)s1	CHEMBL608374	pIC50=6.67
CCOC(=O)c1nnn(c2ccc(cc2)c3ccccc3)c1[C@H](O)[C@@H](O)[C@H](C)O	CHEMBL3125153	pIC50=6.67
CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc3ccc(CCCC(=O)NC(C)(C)C(=O)NCC(=O)N)cc3	CHEMBL2323408	pIC50=6.68
Cc1cc(C)n2c1C=C3C=CC(=[N+]3[B-]2(F)F)CCC(=O)NCCCCCCCCOc4ccc(Cc5cc(ccc5Cl)[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)cc4	CHEMBL511083	pIC50=6.69
Cc1cc(C)n2c1C=C3C=CC(=[N+]3[B-]2(F)F)CCC(=O)NCCCOc4ccc(Cc5cc(ccc5Cl)[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)cc4	CHEMBL508623	pIC50=6.69
O[C@@H]1CO[C@H]([C@H](O)[C@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL1650501	pEC50=6.69
CCOc1ccc(CCc2c[nH]c3cccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c23)cc1	CHEMBL381695	pIC50=6.7
COC(=O)c1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn1	CHEMBL3679697	pIC50=6.7
OC[C@H]1O[C@@H](Oc2cccc3[nH]cc(CCc4ccc5ccccc5c4)c23)[C@H](O)[C@@H](O)[C@@H]1O	CHEMBL381923	pIC50=6.7
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ccc(Cl)nn3)c2	CHEMBL1082759	pIC50=6.7
CCOC(=O)c1nnn(c1[C@H](O)[C@@H](O)[C@H](C)O)c2ccc(Cl)cc2Cl	CHEMBL3125144	pIC50=6.72
CC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3cnc(nc3)C(=O)N)c2	CHEMBL1289397	pIC50=6.72
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3nnc(s3)c4ccnnc4)c2	CHEMBL591950	pIC50=6.72
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2cccc(Cc3ccccc3)c2	CHEMBL486670	pEC50=6.72
CC(C)COC(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(C3CC3)c(Cc4ccc5OCCOc5c4)c2	CHEMBL3648648	pIC50=6.73
CCOC(=O)c1nnn(c1[C@H](O)[C@@H](O)[C@H](C)O)c2ccccc2C(F)(F)F	CHEMBL3125141	pIC50=6.73
OC[C@H]1O[C@@H](Oc2cccc3[nH]cc(Cc4ccc(c(F)c4)c5ccccc5)c23)[C@H](O)[C@@H](O)[C@@H]1O	CHEMBL383463	pIC50=6.74
O[C@@H]1[C@@H](CNC(=O)C(Cl)Cl)O[C@H]([C@H](O)[C@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3786954	pEC50=6.74
CCCn1c(CCc2ccc(Cl)cc2)nnc1CN3C(=O)COc4ccc(cc34)C(F)(F)F	CHEMBL1762497	pIC50=6.75
COC1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Sc3ccc(OC)cc3)c2	CHEMBL577519	pIC50=6.75
CO[C@@H]1[C@@H](CO)O[C@H]([C@H](O)[C@H]1O)c2ccc(Cl)c(Cc3ccc(OC)cc3)c2	CHEMBL1085455	pIC50=6.75
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ccc(nn3)C#Cc4ccccc4)c2	CHEMBL1083673	pIC50=6.75
CCOC(=O)c1nnn(c2cccc(c2)[N+](=O)[O-])c1[C@H](O)[C@@H](O)[C@H](C)O	CHEMBL3125146	pIC50=6.76
CCc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(COCC(F)(F)F)cc2Cl)cc1	CHEMBL1163592	pIC50=6.77
CCc1ccc(Cc2ccc(C)c(c2)[C@]3(O)C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1	CHEMBL2048495	pIC50=6.77
COC1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ccc(O[C@H]4CCN(C)C4)cc3)c2	CHEMBL566484	pIC50=6.77
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(CN3N=C4C=C(CO)C=CN4C3=O)c2	CHEMBL3659998	pIC50=6.77
Cc1ccc(s1)c2ccc(Cc3cc(ccc3Cl)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)nn2	CHEMBL1085015	pIC50=6.78
CCOC(=O)c1nnn(c2ccc(C)cc2)c1[C@H](O)[C@@H](O)[C@H](C)O	CHEMBL3125152	pIC50=6.79
CCc1ccc(CC2=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(=O)C=C2)cc1	CHEMBL2430317	pIC50=6.79
CN(C)Cc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c4CCOc4c2Cl)cc1	CHEMBL3703933	pIC50=6.79
COc1ccc(CCc2c[nH]c3cccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c23)cc1	CHEMBL200394	pIC50=6.79
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2cc(Cc3ccc(CN4CC4)cc3)c(Cl)c5OCCc25	CHEMBL3703934	pIC50=6.79
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2cc(Cc3ccc(OC4CCOC4)cc3)c(Cl)s2	CHEMBL1830351	pIC50=6.79
CC(C)Cn1c(CCc2ccc(Cl)cc2)nnc1CN3C(=O)COc4ccc(Cl)cc34	CHEMBL1762501	pIC50=6.8
O[C@@H]1[C@@H](CNC(=O)CCCl)O[C@H]([C@H](O)[C@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3786935	pEC50=6.8
CN(C)c1ccc2C(=C3C=CC(=[N+](C)C)C=C3Oc2c1)c4ccc(cc4C(=O)[O-])C(=O)N(C)Cc5ccc(COc6ccc(Cc7cc(ccc7Cl)[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)cc6)cc5	CHEMBL445964	pIC50=6.81
CN(CCCCOc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1)C(=O)CCC4=[N+]5C(=Cc6c(C)cc(C)n6[B-]5(F)F)C=C4	CHEMBL444227	pIC50=6.81
Cc1ccc(cc1)S(=O)(=O)C[C@H]2O[C@H]([C@H](O)[C@@H](O)[C@@H]2O)c3ccc(Cl)c(Cc4ncc(s4)c5occc5)c3	CHEMBL1642527	pIC50=6.81
OC[C@H]1O[C@@H](Oc2n[nH]c(c2Cc3ccc(O)cc3)C(F)(F)F)[C@H](O)[C@@H](O)[C@@H]1O	CHEMBL2159097	pIC50=6.81
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3nnc(s3)C(F)(F)F)c2	CHEMBL602554	pIC50=6.81
CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc3ccc(CCCC(=O)NC(C)(C)C(=O)NCCO)cc3	CHEMBL2323407	pIC50=6.82
CCOC(=O)c1nnn(c2ccc(F)cc2)c1[C@H](O)[C@@H](O)[C@H](C)O	CHEMBL3125143	pIC50=6.82
CCOC(=O)c1nnn(c2ccc(OC(F)(F)F)cc2)c1[C@H](O)[C@@H](O)[C@H](C)O	CHEMBL3125142	pIC50=6.82
CCn1c(CN2C(=O)COc3c(Cl)cccc23)nnc1SCc4ccc(Cl)cc4	CHEMBL1762495	pIC50=6.82
CCn1c(CN2C(=O)COc3ccc(Cl)cc23)nnc1SCc4ccc(Cl)cc4	CHEMBL1762491	pIC50=6.82
COC1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ccc(Oc4nccs4)cc3)c2	CHEMBL566076	pIC50=6.82
COc1ccc(Cn2cc([C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)c4cccc(F)c24)cc1	CHEMBL2064098	pEC50=6.82
O[C@@H]1[C@@H](CNC(=O)CCBr)O[C@H]([C@H](O)[C@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3785936	pEC50=6.82
O[C@@H]1[C@@H](CNC(=O)NCCCCl)O[C@H]([C@H](O)[C@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3785254	pEC50=6.82
CCOC(=O)c1nnn(c1[C@H](O)[C@@H](O)[C@H](C)O)c2cc(OC)ccc2OC	CHEMBL3125154	pIC50=6.83
CCOC(=O)c1nnn(c1[C@H](O)[C@@H](O)[C@H](C)O)c2ccccc2Br	CHEMBL3125155	pIC50=6.83
CN1C=C(O)N(C1=O)c2ccc(Cc3cc(ccc3Cl)C4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc2	CHEMBL3660004	pIC50=6.83
Cc1cc(C)n2c1C=C3C=CC(=[N+]3[B-]2(F)F)CCC(=O)NCCCCCCOc4ccc(Cc5cc(ccc5Cl)[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)cc4	CHEMBL504484	pIC50=6.83
CC1(C)C2=C3C=C4C(CC[N+]5=C4C(C)(C)c6cc(ccc56)S(=O)(=O)[O-])OC3CCN2c7ccc(CC(=O)NCCCCOc8ccc(Cc9cc(ccc9Cl)[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)cc8)cc17	CHEMBL500780	pIC50=6.84
COc1nnc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)s1	CHEMBL591738	pIC50=6.84
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(CN3N=C4C=CC(=CN4C3=O)CO)c2	CHEMBL3288741	pIC50=6.84
CCc1ccc(cc1Cc2ccc3OCCOc3c2)[C@@H]4O[C@H](COC(=O)OCC5CC6CCC5C6)[C@@H](O)[C@H](O)[C@H]4O	CHEMBL3648651	pIC50=6.85
CO[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1c2ccc(Cl)c(Cc3ccc(OC)cc3)c2	CHEMBL1083834	pIC50=6.85
COc1ccc(Cc2c[nH]c3cccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c23)cc1F	CHEMBL381370	pIC50=6.85
OC[C@H]1O[C@@H](Oc2cccc3[nH]cc(Cc4ccc(cc4)c5cccnc5)c23)[C@H](O)[C@@H](O)[C@@H]1O	CHEMBL206513	pIC50=6.85
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2cc(Cc3ccc(O)cc3)c(Cl)s2	CHEMBL1830871	pIC50=6.85
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(C#N)c(Cc3ncc(s3)c4ccsc4)c2	CHEMBL1672812	pIC50=6.85
CCc1ccc(Cc2cc(ccc2C)[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)cc1	CHEMBL1085454	pIC50=6.86
CCCCCc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn1	CHEMBL1085529	pIC50=6.87
CCOC(=O)c1nnn(c2ccccc2)c1[C@H](O)[C@@H](O)[C@H](C)O	CHEMBL3125151	pIC50=6.87
CCN(CCCCOc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1)C(=O)Cc4ccc5N6CCC7OC8CC[N+]9=C(C8=CC7=C6C(C)(C)c5c4)C(C)(C)c%10cc(ccc9%10)S(=O)(=O)[O-]	CHEMBL452214	pIC50=6.88
CCc1ccc(Cc2c[nH]c3ccc(cc23)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc1	CHEMBL377301	pIC50=6.88
CCc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn1	CHEMBL1083079	pIC50=6.88
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2cc(Cc3ncc(s3)c4occc4)c(Cl)cc2OCCn5cncn5	CHEMBL1784418	pIC50=6.88
CC1=CN2C(=NN(Cc3cc(ccc3Cl)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C2=O)C=C1	CHEMBL3288740	pIC50=6.89
CCCCCCCOc1ncc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CC)[C@@H](O)[C@H](O)[C@H]3O)cn1	CHEMBL1289621	pIC50=6.89
CCc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(COCC(C)(F)F)cc2Cl)cc1	CHEMBL1163692	pIC50=6.89
CCOC(=O)c1nnn(c2ccc(cc2)[N+](=O)[O-])c1[C@H](O)[C@@H](O)[C@H](C)O	CHEMBL3125147	pIC50=6.9
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3nnc(s3)c4ccc(Cl)cc4)c2	CHEMBL602524	pIC50=6.9
CCCCCCCc1nnc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)s1	CHEMBL589324	pIC50=6.91
CC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3cnc(nc3)c4ccccc4)c2	CHEMBL1289052	pIC50=6.91
CN(CCCCOc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1)C(=O)Cc4ccc5N6CCC7OC8CC[N+]9=C(C8=CC7=C6C(C)(C)c5c4)C(C)(C)c%10cc(ccc9%10)S(=O)(=O)[O-]	CHEMBL499912	pIC50=6.91
CNCc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c4CCOc4c2Cl)cc1	CHEMBL3703932	pIC50=6.91
Cc1cc(C)n2c1C=C3C=CC(=[N+]3[B-]2(F)F)CCC(=O)NCc4ccc(COc5ccc(Cc6cc(ccc6Cl)[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)cc5)cc4	CHEMBL448655	pIC50=6.91
OC[C@H]1O[C@]2(OCc3ccc(Cc4ccc(F)cc4)cc23)[C@H](O)[C@@H](O)[C@@H]1O	CHEMBL2172380	pIC50=6.91
CCCCc1cnc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)s1	CHEMBL1672774	pIC50=6.92
CCCc1ccc(Cc2c[nH]c3cccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c23)cc1	CHEMBL202842	pIC50=6.92
CC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3cnc(nc3)c4ccc(F)cc4)c2	CHEMBL1289168	pIC50=6.92
CCc1ccc(Cc2nc(sc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1	CHEMBL1213935	pIC50=6.92
COC(=O)c1cn(C[C@H]2O[C@H]([C@H](O)[C@@H](O)[C@@H]2O)n3cc(Cc4ccc(cc4)C5CC5)c6c(Cl)cccc36)nn1	CHEMBL3786435	pEC50=6.92
COc1ccc(Cc2c[nH]c3cccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c23)cc1	CHEMBL208885	pIC50=6.92
Cn1cccc1c2nnc(Cc3cc(ccc3Cl)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)s2	CHEMBL592686	pIC50=6.92
OC[C@H]1O[C@@H](Oc2cccc3[nH]cc(CCc4ccc5OCCOc5c4)c23)[C@H](O)[C@@H](O)[C@@H]1O	CHEMBL206724	pIC50=6.92
CCOC(=O)CC(=O)NC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3787651	pEC50=6.93
OC[C@H]1O[C@]2(OCc3ccc(Cc4ccc(cc4)C#N)cc23)[C@H](O)[C@@H](O)[C@@H]1O	CHEMBL2172382	pIC50=6.93
COCCOc1ccc(Cc2cc(sc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1	CHEMBL1830345	pIC50=6.94
CC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3cnc(nc3)c4ccsc4)c2	CHEMBL1289281	pIC50=6.95
O[C@@H]1[C@@H](CNC(=O)CCl)O[C@H]([C@H](O)[C@H]1O)n2cc(Cc3ccc(cc3)C4CC4)c5c(Cl)cccc25	CHEMBL3785293	pEC50=6.95
CC(C)Oc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn1	CHEMBL1085544	pIC50=6.96
CC1=CC2=NN(Cc3cc(ccc3Cl)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(=O)N2C=C1	CHEMBL3288745	pIC50=6.96
CCC(=O)[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ncc(s3)c4occc4)c2	CHEMBL1642526	pIC50=6.96
CCCCOc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn1	CHEMBL1085545	pIC50=6.96
CCc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(COCCCO)cc2Cl)cc1	CHEMBL1163753	pIC50=6.96
FC(F)(F)CCn1c(CN2C(=O)COc3c(cc(Cl)cc23)C#N)nnc1c4ccccn4	CHEMBL1779337	pIC50=6.96
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2cc(Cc3ccc(OCC#C)cc3)c(Cl)s2	CHEMBL1830874	pIC50=6.96
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ccc(OC4CCCCC4)nn3)c2	CHEMBL1085770	pIC50=6.96
CC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(Cc3ncc(cn3)c4ccc(F)cc4)c2	CHEMBL1289725	pIC50=6.97
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c2ccc(Cl)c(CN3N=C4C=CC(=CN4C3=O)Br)c2	CHEMBL3288739	pIC50=6.97
Cc1ccoc1c2nnc(Cc3cc(ccc3Cl)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)s2	CHEMBL590752	pIC50=6.98
O[C@@H]1[C@@H](Cn2ncnn2)O[C@H]([C@H](O)[C@H]1O)c3ccc(Cl)c(Cc4ncc(s4)c5occc5)c3	CHEMBL1642730	pIC50=6.98
