[H][C@]12CC(=O)N[C@]([H])(C(C)C)C(=O)N[C@]([H])(CSSCC\C=C\1)C(=O)N\C(=C/C)C(=O)N[C@@]([H])(C(C)C)C(=O)O2	romidepsin	pIC50=7.4
Cl.N[C@@H](Cc1ccc(O)cc1)C(=O)N2CC3(C[C@H]2C(=O)NCCCCCC(=O)NO)SCCS3	CHEMBL1835419	pIC50=6.31
ONC(=O)CCCCCCC(=O)Nc1cnn(Cc2ccc(NC(=O)c3cc(CN=[N+]=[N-])cc(c3)N=[N+]=[N-])cc2)c1	CHEMBL1914707	pIC50=6.31
Cc1ccc(cn1)c2ccnc(NC3CCc4ccc(cc4C3)C(=O)NO)n2	CHEMBL3694298	pIC50=6.32
Cl.COc1ccc(NC(=O)[C@@H]2Cc3ccc(OCC(=O)NO)cc3CN2C(=O)[C@@H]4CCCN4)cc1	CHEMBL1797993	pIC50=6.32
ONC(=O)c1ccc2CCC(Cc2c1)Nc3nccc(n3)c4cnc5ccccc5c4	CHEMBL3694307	pIC50=6.32
Cl.N[C@@H](Cc1ccc(OCC(=O)NO)cc1)C(=O)Nc2ccccc2	CHEMBL1808268	pIC50=6.33
ONC(=O)c1ccc2CCC(Cc2c1)NS(=O)(=O)c3ccc(Cl)c(Cl)c3	CHEMBL3694317	pIC50=6.33
ONC(=O)c1ccc2NCC(Cc2c1)Nc3nccc(n3)c4cccnc4	CHEMBL3415445	pIC50=6.33
OCC(O)Cn1c(CCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL3645371	pIC50=6.34
ONC(=O)\C=C\c1ccc(Cc2ccc(O)c(Cl)c2)cc1	CHEMBL2235252	pIC50=6.34
COc1cc2CCCOC(CCCCCC(=O)NO)C(=O)Nc3ccccc3OCc(c2)c1	CHEMBL1631916	pIC50=6.35
COc1ccc(cc1)C(=O)CCCCCCC(=O)NO	CHEMBL95835	pIC50=6.35
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)c5cn(CCCCCCC(=O)NO)nn5	CHEMBL2401846	pIC50=6.35
ONC(=O)c1ccc(Cl)c(NC(=O)c2cccc(Oc3ccccc3)c2)c1	CHEMBL3798027	pIC50=6.35
SCCCCC[C@H](NC(=O)[C@@H]1CCCC(=O)N1)C(=O)NC2CCCC2	CHEMBL3356931	pIC50=6.35
CCOc1ccc(cc1)C(=O)Nc2cc(ccc2OC)C(=O)NO	CHEMBL3798892	pIC50=6.36
OCCCn1c(CCc2ccccc2)nc3cc(ccc13)C(=O)NO	CHEMBL464718	pIC50=6.36
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cn(CC(O)c3cccc(Br)c3)nn2	CHEMBL483893	pIC50=6.36
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cnnn2Cc3ccccc3	CHEMBL488747	pIC50=6.36
ONC(=O)c1ccc(CN2[C@H](Cc3cccs3)C(=O)NCC2=O)cc1	CHEMBL481726	pIC50=6.36
COc1ccc(cc1)c2nc(NC(=O)NCCC(=O)NO)cc3c4ccccc4[nH]c23	CHEMBL3746015	pIC50=6.37
ONC(=O)C1=CCCCC1	CHEMBL2333344	pIC50=6.37
CC1=Nc2c(\C=C\C(=O)NO)cccc2C(=O)N1c3ccccc3	CHEMBL2425956	pIC50=6.38
ONC(=O)c1ccc(CN2[C@H](Cc3ccc(F)c(F)c3)C(=O)Nc4ccccc24)cc1	CHEMBL481018	pIC50=6.38
ONC(=O)c1cccc(c1)C(=O)NCCc2cccnc2	CHEMBL2381518	pIC50=6.38
SCCCCC[C@H](NC(=O)[C@@H]1CCCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3356523	pIC50=6.38
CC1(CCN(C1=O)c2ccc(Cl)cc2)Nc3ccc(cc3)C(=O)NO	CHEMBL3415627	pIC50=6.39
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cnnn2CC(O)c3cccc(Br)c3	CHEMBL487107	pIC50=6.39
ONC(=O)CCCCCCCNC(=O)NC(=O)c1ccccc1	CHEMBL1083441	pIC50=6.39
ONC(=O)Cc1ccc(CCCCc2ccc3[nH]ccc3c2)cc1	CHEMBL3698521	pIC50=6.39
ONC(=O)\C=C\c1ccc2c(c1)ncn2Cc3ccccc3	CHEMBL3648270	pIC50=6.39
ONC(=O)c1ccc(CNc2nccc(n2)c3cccnc3)cc1	CHEMBL2407730	pIC50=6.39
CCCCCCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCCO	CHEMBL474151	pIC50=6.4
CCN1CCC[C@H](C1)n2c(nc(C)c2c3cccc(\C=C\C(=O)NO)c3)c4ccccc4	CHEMBL1099065	pIC50=6.4
COc1ccc(cc1)c2nc3cc(\C=C\C(=O)NO)ccc3n2CCO	CHEMBL3645368	pIC50=6.4
OCCN(CCc1c[nH]c2ccccc12)Cc3ccc(\C=C\C(=O)NO)cc3	CHEMBL356066	pIC50=6.4
ONC(=O)Cc1ccc(CCCCc2cccc(c2)C(F)(F)F)cc1	CHEMBL3698522	pIC50=6.4
ONC(=O)\C=C\c1cccc(c1)c2nc3ccccc3n2CCN4CCOCC4	CHEMBL1095075	pIC50=6.4
COc1ccc(cc1)c2nc(cc3c4ccccc4[nH]c23)C(=O)NCCCC(=O)NO	CHEMBL3745788	pIC50=6.41
COc1ccc(cc1OC)S(=O)(=O)NC2CCc3ccc(cc3C2)C(=O)NO	CHEMBL3694315	pIC50=6.41
ONC(=O)c1ccc2CC[C@@H](Cc2c1)Nc3nccc(n3)c4cccnc4	CHEMBL3338417	pIC50=6.41
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NCc6ccc(cc6)c7cn(CCCCCCCC(=O)NO)nn7)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)C	CHEMBL2023530	pIC50=6.42
ONC(=O)c1ccc(CNCc2onc(n2)c3ccc(cc3)[N+](=O)[O-])cc1	CHEMBL3421752	pIC50=6.42
Cl.COc1ccc(NC(=O)[C@@H]2Cc3ccc(OCC(=O)NO)cc3CN2C(=O)[C@@H](N)Cc4ccccc4)cc1	CHEMBL1797991	pIC50=6.43
FC(F)(F)c1ccc(CNC(=O)CCCCCCS)cc1	CHEMBL3356932	pIC50=6.43
ONC(=O)CCCCCCC(=O)NCCc1ccccc1	CHEMBL483477	pIC50=6.43
ONC(=O)c1ccc2CCC(Cc2c1)NS(=O)(=O)c3cccc(c3)C(F)(F)F	CHEMBL3694313	pIC50=6.43
ONC(=O)c1ccc2CCC(Cc2c1)NS(=O)(=O)c3cccnc3	CHEMBL3694318	pIC50=6.43
CC(C)(C)c1[nH]c2ccccc2c1[C@@H]3CCCN(Cc4ccc(\C=C\C(=O)NO)cc4F)C3	CHEMBL1093335	pIC50=6.44
Cc1ccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)cc1	CHEMBL3356917	pIC50=6.44
ONC(=O)[C@@H]1[C@@H]([C@H]1c2ccc(cc2)c3ocnc3)c4ccccc4	CHEMBL3110021	pIC50=6.44
ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2Cc4ccccn4	CHEMBL489706	pIC50=6.44
CN(C)CC(C)(C)Cn1c(CCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL460963	pIC50=6.45
COc1cc(Cn2c(CCc3ccccc3)nc4cc(\C=C\C(=O)NO)ccc24)cc(OC)c1OC	CHEMBL491688	pIC50=6.45
CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N1CC2(C[C@H]1C(=O)NCCCCCC(=O)NO)SCCS2	CHEMBL1835422	pIC50=6.46
OCC(O)Cn1c(nc2cc(\C=C\C(=O)NO)ccc12)c3ccccn3	CHEMBL3645372	pIC50=6.46
ONC(=O)\C=C\c1ccc2N(CCN3CCOCC3)C(CCc4ccccc4)Nc2c1	CHEMBL3645366	pIC50=6.46
ONC(=O)c1ccc(CNCc2onc(n2)c3ccc(Cl)cc3)cc1	CHEMBL3421751	pIC50=6.46
ONC(=O)c1ccc2CCC(Cc2c1)NS(=O)(=O)c3cccc(F)c3	CHEMBL3357484	pIC50=6.46
ONC(=O)c1cccc(c1)c2cn(Cc3ccccc3)nn2	CHEMBL2178345	pIC50=6.46
CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3cccc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3	CHEMBL3593409	pIC50=6.47
COc1cc(ccc1OCc2ccccc2)c3nc4cc(\C=C\C(=O)NO)ccc4n3CC(O)CO	CHEMBL3645370	pIC50=6.47
Cc1ccc(NC(=O)CCCCCCC(=O)NO)cc1	CHEMBL3098605	pIC50=6.47
ONC(=O)CCCCCOc1no[n+]([O-])c1S(=O)(=O)c2ccccc2	CHEMBL3426906	pIC50=6.47
ONC(=O)c1ccc(CNC(=O)c2[nH]c(cc2c3ccsc3)c4ccc(O)cc4)cc1	CHEMBL3670665	pIC50=6.47
ONC(=O)c1ccc(c(NC(=O)c2ccccc2)c1)C(F)(F)F	CHEMBL3799728	pIC50=6.47
CC(C)OC(=O)N[C@@H]1C[C@H](C)N(C(=O)C)c2ccc(cc12)c3ccc(NC(=O)CCCCCCC(=O)NO)cc3	CHEMBL3220922	pKd=6.48
CC[C@H](C)[C@@H](CN1Cc2cc(OCC(=O)NO)ccc2C[C@H]1C(=O)Nc3ccc(OC)cc3)NC(=O)CC(C)(C)C	CHEMBL1798008	pIC50=6.48
COc1ccc(COC(CCCCCC(=O)NO)C(=O)Nc2ccccc2)cc1	CHEMBL251011	pIC50=6.48
ONC(=O)CCCCCN(CCCc1ccccc1)C(=O)NC(=O)c2ccccc2	CHEMBL1083742	pIC50=6.48
ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2CCc4cccnc4	CHEMBL3648267	pIC50=6.48
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)Cc4ccc(cc4)c5cn(CCCCCCC(=O)NO)nn5)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL3736421	pIC50=6.5
COCCCn1c(CCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL521909	pIC50=6.5
FC(F)(F)c1cccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@H]2CCC(=O)N2)c1	CHEMBL3353927	pIC50=6.5
ONC(=O)CCCCCCNC(=O)Cn1cnc2c(Nc3ccccc3)nc(Nc4ccccc4)nc12	CHEMBL3621293	pIC50=6.5
ONC(=O)CCCCCNC(=O)NC(=O)c1ccc(Br)cc1	CHEMBL1083086	pKi=6.5
ONC(=O)\C=C\c1cccc(c1)c2ccc(O)cc2	CHEMBL555906	pIC50=6.5
ONC(=O)c1ccc(F)c(NC(=O)c2ccccc2)c1	CHEMBL3798925	pIC50=6.5
ONC(=O)c1ccc2CCC(Cc2c1)Nc3nccc(n3)c4ccc(nc4)N5CCOCC5	CHEMBL3694304	pIC50=6.5
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)Cc3cccc(c3)c4cn(CCCCCCC(=O)NO)nn4)[C@](C)(C[C@@H](C)C5=NCCN6[C@H]([C@H]5C)[C@]1(C)OC6=O)OC	CHEMBL3736314	pIC50=6.51
ONC(=O)CCCCC(=O)Nc1ccc2NC(=O)\C(=C/c3ccc[nH]3)\c2c1	CHEMBL3621296	pIC50=6.51
ONC(=O)CCCCCCN(c1ccccn1)c2ccc3ccccc3n2	CHEMBL3675758	pIC50=6.51
ONC(=O)\C=C\c1cccc(c1)c2nc3ccccc3n2CC4CCNCC4	CHEMBL1095076	pIC50=6.51
SCCCCC[C@H](NC(=O)[C@H]1[C@H](CNC1=O)c2ccccc2)C(=O)Nc3ccccc3	CHEMBL3356927	pIC50=6.51
Cc1ccc(cc1)S(=O)(=O)Nc2ccc(\C=C\C(=O)NO)cc2	CHEMBL317570	pIC50=6.52
ONC(=O)CCCCCN1C(=O)c2cccc3cccc(C1=O)c23	CHEMBL96051	pIC50=6.52
ONC(=O)\C=C\c1ccc(NS(=O)(=O)c2ccc(Cl)cc2Cl)cc1	CHEMBL95849	pIC50=6.52
ONC(=O)\C=C\c1ccc2c(c1)nc(COCc3ccccc3)n2CCc4cccnc4	CHEMBL3648268	pIC50=6.52
ONC(=O)c1ccc(cc1)c2cccc3ccccc23	CHEMBL156887	pIC50=6.52
ONC(=O)c1ccc2CCC(Cc2c1)Nc3nccc(n3)C(F)(F)F	CHEMBL3694286	pIC50=6.52
ONC(=O)c1ccc2CCC(Cc2c1)Nc3nccc(n3)c4ccccc4Cl	CHEMBL3357481	pIC50=6.52
CCOc1cc(C)nc(NC2CCc3ccc(cc3C2)C(=O)NO)n1	CHEMBL3694287	pIC50=6.54
CN1C(CCc2ccccc2)Nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL3648272	pIC50=6.54
ONC(=O)CCCCCC1OCCCCCCCOc2ccccc2NC1=O	CHEMBL1631912	pIC50=6.54
ONC(=O)CCCCCCC(=O)N\N=C\c1ccc(OCC#C)cc1	CHEMBL1771484	pIC50=6.54
ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2CCc4ccccn4	CHEMBL3648264	pIC50=6.54
ONC(=O)c1ccc(Cl)c(NC(=O)c2ccc(Cl)cc2)c1	CHEMBL3800615	pIC50=6.54
CC(C)CCc1c(O)c(CCC(=O)NO)ccc1OCCCCCCCC(=O)NO	CHEMBL1822043	pIC50=6.55
CCC1=Nc2c(Cc3ccc(cc3)C(=O)NO)cccc2C(=O)N1CCc4ccccc4	CHEMBL2425952	pIC50=6.55
CN(C)Cc1c(oc2ccccc12)C(=O)NCCOc3ccc(cc3)C(=O)NO	CHEMBL2103863	pKi=6.55
ONC(=O)CCCCCCc1nc2ccc(Br)cc2[nH]1	CHEMBL2414098	pIC50=6.55
ONC(=O)[C@]1(F)[C@@H]([C@H]1c2ccc(cc2)c3ncc(F)cn3)c4ccccc4	CHEMBL3793392	pIC50=6.55
SCCCCC[C@@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3356919	pIC50=6.55
SCCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3353925	pIC50=6.55
CC(C)CCc1c(O)c(CCC(=O)NO)ccc1OCCCCCCC(=O)NO	CHEMBL1822042	pIC50=6.57
ONC(=O)CCCCCCNC(=O)NC(=O)c1ccccc1	CHEMBL1083440	pIC50=6.57
CC[C@H](C)[C@@H](CN1Cc2cc(OCC(=O)NO)ccc2C[C@H]1C(=O)Nc3ccc(OC)cc3)NC(=O)OC(C)(C)C	CHEMBL1798007	pIC50=6.58
COc1ccc(OC)c(c1)C2=CC(=O)C(=CC=C2)O	CHEMBL2408244	pKi=6.58
COc1ccc(cc1)c2nc3cc(\C=C\C(=O)NO)ccc3n2CC(O)CO	CHEMBL3645369	pIC50=6.58
CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3csc(CNC(=O)C[C@H](NC1=O)\C=C\CCS)n3	CHEMBL3593407	pIC50=6.59
CCN(CC)CCn1c(CCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL491491	pIC50=6.59
ONC(=O)c1ccc(NC2CCN(CCc3ccccc3)C2=O)cc1	CHEMBL3415452	pIC50=6.59
ONC(=O)c1ccc2CCC(Cc2c1)Nc3nccc(n3)c4ccc(F)cc4	CHEMBL3694289	pIC50=6.59
CC(C)(C)Oc1ccc(C[C@H]2N(Cc3ccc(cc3)C(=O)NO)c4ccccc4NC2=O)cc1	CHEMBL521431	pIC50=6.6
CC1=C(C)C(=O)C(=C(C)C1=O)CONC(=O)CCCCCCC(=O)Nc2ccccc2	CHEMBL3577298	pKi=6.6
OCCCn1c(CCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL474152	pIC50=6.6
ONC(=O)CCCCCCNC(=O)c1cnc(nc1)N(c2ccccc2)c3ccccc3	CHEMBL2364628	pIC50=6.6
ONC(=O)CCCCC[C@H](NC(=O)C1CCCNC1=O)C(=O)Nc2ccccc2	CHEMBL3098692	pIC50=6.6
ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2CCN4CCCCC4	CHEMBL489332	pIC50=6.6
Cc1cccc(CCNC(=O)CCCCCCS)c1	CHEMBL3356936	pIC50=6.61
CC(C)Cc1nc2cc(\C=C\C(=O)NO)ccc2n1CCCO	CHEMBL475145	pIC50=6.62
COc1ccc(cc1NC(=O)c2ccc(Cl)cc2)C(=O)NO	CHEMBL3798503	pIC50=6.62
NC(=N)NCCC[C@@H]1NC(=O)C[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCCC(=O)NO)NC1=O	CHEMBL568151	pIC50=6.62
ONC(=O)CCCCCC(c1c[nH]c2ccccc12)c3c[nH]c4ccccc34	CHEMBL564876	pIC50=6.62
CC(C)Cc1nc2cc(\C=C\C(=O)NO)ccc2n1CCc3ccccn3	CHEMBL3648265	pIC50=6.63
COc1ccc(cc1)C(=O)Nc2cc(ccc2Cl)C(=O)NO	CHEMBL3797455	pIC50=6.63
ONC(=O)\C=C\c1ccc(\C=N\OCCN2CCOCC2)cc1	CHEMBL472631	pIC50=6.63
ONC(=O)\C=C\c1ccc2N(CCC3=CCCC=N3)CNc2c1	CHEMBL3648319	pIC50=6.63
CC(C)(C)OC(=O)N[C@@H](Cc1ccc(OCC(=O)NO)cc1)C(=O)Nc2ccccc2	CHEMBL1808267	pIC50=6.64
CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3	CHEMBL3593247	pIC50=6.64
CN(C)c1ccc(cc1)C(=O)N\N=C\c2ccc(cc2)C(=O)NO	CHEMBL3764525	pIC50=6.64
COC(=O)[C@@H]1Cc2cccc(C[C@H](NC(=O)C)C(=O)N[C@@H](CCCCCC(=O)NO)C(=O)N1)c2	CHEMBL388195	pIC50=6.64
COc1ccc(cc1)c2cc([nH]c2C(=O)Nc3cccc(CC(=O)NO)c3)c4ccccc4	CHEMBL3670664	pIC50=6.64
OC1=CC=CN(CCCCCCCn2cc(nn2)c3ccccc3)C1=S	CHEMBL3110276	pIC50=6.64
ONC(=O)c1ccc(CNCc2onc(n2)c3ccc(F)cc3)cc1	CHEMBL3421753	pIC50=6.64
CC(C)(C)c1[nH]c2ccccc2c1[C@H]3CCCN(Cc4ccc(\C=C\C(=O)NO)cc4F)C3	CHEMBL1093033	pIC50=6.66
COc1ccc(cn1)c2nc(N3CCOCC3)c4nc(CN(C)c5ncc(cn5)C(=O)NO)n(C)c4n2	CHEMBL3827281	pIC50=6.66
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NCc6ccc(NC(=O)CCCCCCC(=O)NO)cc6)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)C	CHEMBL2023526	pIC50=6.66
FC(F)(F)C(=O)c1ccc(s1)c2onc(COc3ccc(cc3)c4ocnn4)n2	CHEMBL518821	pIC50=6.66
COc1ccc(NC(=O)[C@@H]2Cc3ccc(OCC(=O)NO)cc3CN2C(=O)[C@@H]4CCCN4C(=O)OC(C)(C)C)cc1	CHEMBL1797982	pIC50=6.67
ONC(=O)COc1ccc(C[C@H](NC(=O)OCc2ccccc2)C(=O)Nc3cccc(Cl)c3)cc1	CHEMBL1808271	pIC50=6.67
ONC(=O)c1ccc(Cl)c(NC(=O)c2cccc(OCc3ccccc3)c2)c1	CHEMBL3797939	pIC50=6.67
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)Cc3ccc(cc3)c4cn(CCCCCCC(=O)NO)nn4)[C@@](C)(C[C@@H](C)C5=NCCN6[C@H]([C@H]5C)[C@]1(C)OC6=O)OC	CHEMBL1214760	pIC50=6.68
COc1ccc(cc1NC(=O)c2ccccc2Cl)C(=O)NO	CHEMBL3798937	pIC50=6.68
ONC(=O)Cc1ccc(CCCCc2ccc3OCOc3c2)cc1	CHEMBL3698524	pIC50=6.68
ONC(=O)c1ccc(CN2[C@@H](Cc3ccccc3)C(=O)Nc4ccccc24)cc1	CHEMBL516600	pIC50=6.68
ONC(=O)c1ccc(NC2CCN(C2=O)c3ccccc3)cc1	CHEMBL3415446	pIC50=6.68
ONC(=O)c1ccc2CCC(Cc2c1)NS(=O)(=O)c3ccc(F)cc3F	CHEMBL3694314	pIC50=6.68
ONC(=O)c1cccc(c1)C(=O)NCc2ccccc2	CHEMBL2381519	pIC50=6.68
COc1cc2COc3ccccc3NC(=O)[C@@H](CCCCCC(=O)NO)OC\C=C/c(c2)c1	CHEMBL1631915	pIC50=6.69
Cc1ccc(cc1NC(=O)c2ccccc2)C(=O)NO	CHEMBL3797597	pIC50=6.69
OCCCn1c(nc2cc(\C=C\C(=O)NO)ccc12)C3CCCCC3	CHEMBL474350	pIC50=6.69
CC(C)N(CCn1c(nc2ccccc12)c3cccc(\C=C\C(=O)NO)c3)C(C)C	CHEMBL1096022	pIC50=6.7
CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NCc3cccc(\C=C\C(=O)NO)c3	CHEMBL3309290	pIC50=6.7
CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N1Cc2cc(OCC(=O)NO)ccc2C[C@H]1C(=O)Nc3ccc(OC)cc3	CHEMBL1798002	pIC50=6.7
CN1CCC[C@H](C1)n2c(nc3ccccc23)c4cccc(\C=C\C(=O)NO)c4	CHEMBL1094159	pIC50=6.7
CN1[C@@H](CCCC1=O)C(=O)N[C@@H](CCCCCS)C(=O)Nc2ccccc2	CHEMBL3356526	pIC50=6.7
COc1cc2COc3ccccc3NC(=O)[C@H](CCCCCC(=O)NO)OC\C=C/c(c2)c1	CHEMBL1631914	pIC50=6.7
COc1ccc(cc1)c2nc(NC(=O)NCCCCC(=O)NO)cc3c4ccccc4[nH]c23	CHEMBL3745758	pIC50=6.7
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)NO)C(=O)NCCc3c([nH]c4ccccc34)c5ccccc5)c2c1	CHEMBL216641	pIC50=6.7
Cc1nc(c2cccc(\C=C\C(=O)NO)c2)n(CCN3CCOCC3)c1C	CHEMBL1095718	pIC50=6.7
Cn1cnc2cc(\C=C\C(=O)NO)ccc12	CHEMBL3648315	pIC50=6.7
N[C@H](Cc1cccc(Cl)c1)C(=O)N2CCN(CC2)C(=O)c3cc(F)ccc3F	CHEMBL1812334	pIC50=6.7
ONC(=O)CCCCCNC(=O)Cn1cnc2c(Nc3ccccc3)nc(Nc4ccccc4)nc12	CHEMBL3621292	pIC50=6.7
ONC(=O)\C=C\c1ccc(NS(=O)(=O)c2ccccc2)cc1	CHEMBL317814	pIC50=6.7
ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2Cc4cccnc4	CHEMBL3645375	pIC50=6.7
ONC(=O)c1ccc(CNCc2onc(n2)c3ccccc3)cc1	CHEMBL3421747	pIC50=6.7
ONC(=O)COc1ccc(C[C@H](NC(=O)OCc2ccccc2)C(=O)Nc3ccccc3)cc1	CHEMBL1808269	pIC50=6.71
CC(=O)SCC(=O)CCCCCCC(=O)Nc1ccccc1	CHEMBL272613	pIC50=6.72
CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C)C(=O)N2Cc3cc(OCC(=O)NO)ccc3C[C@H]2C(=O)Nc4ccc(OC)cc4	CHEMBL1798001	pIC50=6.72
CCn1c(C)nc2cc(\C=C\C(=O)NO)ccc12	CHEMBL3648313	pIC50=6.72
COc1ccc(cn1)c2nc(N3CCOCC3)c4sc(CN(C)c5ncc(cn5)C(=O)NO)cc4n2	CHEMBL3622533	pIC50=6.72
ONC(=O)c1ccc(Br)c(NC(=O)c2ccccc2)c1	CHEMBL3800411	pIC50=6.72
ONC(=O)c1ccc2CCC(Cc2c1)NS(=O)(=O)c3ccc(Cl)cc3Cl	CHEMBL3694316	pIC50=6.72
OC1=CC=CC=C(C1=O)c2ccc3ccccc3c2	CHEMBL2408238	pKi=6.73
COc1ccc(NC(=O)[C@@H]2Cc3ccc(OCC(=O)NO)cc3CN2C(=O)[C@H](C)NC(=O)OC(C)(C)C)cc1	CHEMBL1797985	pIC50=6.74
Nc1ccccc1NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2	CHEMBL27759	pIC50=6.74
ONC(=O)c1ccc(CNC(=O)c2[nH]c(cc2c3cocc3)c4ccc(O)cc4)cc1	CHEMBL3670661	pIC50=6.74
CC(C)C1=CC=CC(=O)C(=C1)O	CHEMBL48310	pKi=6.75
COc1cccc2c(c[nH]c12)C(CCCCCC(=O)NO)c3c[nH]c4c(OC)cccc34	CHEMBL561483	pIC50=6.75
C[C@@]1(CCN(C1=O)c2ccc(Cl)cc2)Nc3ccc(cc3)C(=O)NO	CHEMBL3415629	pIC50=6.75
ONC(=O)c1ccc(NC2CCN(C2=O)c3cccc(Cl)c3)cc1	CHEMBL3415454	pIC50=6.75
ONC(=O)c1cccc(c1)c2cn(CCc3ccccc3)nn2	CHEMBL2178344	pIC50=6.75
CCC1=Nc2cc(Cc3ccc(cc3)C(=O)NO)ccc2C(=O)N1CCc4ccccc4	CHEMBL2425971	pIC50=6.76
COc1ccc(NC(=O)[C@@H]2Cc3ccc(OCC(=O)NO)cc3CN2C(=O)[C@H](Cc4ccc(O)cc4)NC(=O)OC(C)(C)C)cc1	CHEMBL1797981	pIC50=6.76
Nc1ccccc1NC(=O)c2ccc(CNC(=O)c3[nH]c(cc3c4cocc4)c5ccc(O)cc5)cc2	CHEMBL3670675	pIC50=6.76
CCOc1ccc(cc1NC(=O)c2ccccc2)C(=O)NO	CHEMBL3798028	pIC50=6.77
OCc1ccc(cc1)[C@@H]2C[C@H](CSc3oc(c4ccccc4)c(n3)c5ccccc5)O[C@@H](O2)c6ccc(NC(=O)CCCCCCC(=O)NO)cc6	CHEMBL356769	pKi=6.77
COc1ccc(NC(=O)[C@@H]2Cc3ccc(OCC(=O)NO)cc3CN2C(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)cc1	CHEMBL1797984	pIC50=6.79
COc1ccc(NC(=O)[C@@H]2Cc3ccc(OCC(=O)NO)cc3CN2C(=O)c4ccccc4)cc1	CHEMBL1797988	pIC50=6.79
OCCCn1c(nc2cc(\C=C\C(=O)NO)ccc12)c3ccncc3	CHEMBL3645374	pIC50=6.79
ONC(=O)CCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3098690	pIC50=6.79
CCN1CCC[C@@H](C1)n2c(nc3ccccc23)c4cccc(\C=C\C(=O)NO)c4	CHEMBL1095135	pIC50=6.8
CN(C)CCn1c(nc2ccccc12)c3cccc(\C=C\C(=O)NO)c3	CHEMBL1095710	pIC50=6.8
CN1CCCC(C1)n2c(nc3ccccc23)c4cccc(\C=C\C(=O)NO)c4	CHEMBL1094158	pIC50=6.8
CN1CCC[C@@H](C1)n2c(nc3ccccc23)c4cccc(\C=C\C(=O)NO)c4	CHEMBL1095449	pIC50=6.8
