CC(OC(C)=O)C(=O)OCC[N+](C)(C)C	aclatonium
CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O	pilocarpine	pEC50=6.96999979	pEC50=6.96999979	pEC50=6.96999979
C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1	glycopyrronium bromide	pKi=9.64000034	pKi=9.64000034	pKi=9.64000034	pIC50=9.6	pIC50=9.6
OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2	umeclidinium	pKi=10.22184849	pKi=10.22184849	pKi=10.22184849
CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C	fesoterodine	pKi=6.2706	pKi=6.2706	pKi=6.2706
[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1	trospium
O.[Br-].C[N+]1(C)[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(O)(c4cccs4)c5cccs5	tiotropium bromide	pKi=11.1	pKi=11.1	pKi=11.1	pIC50=9.4	pKi=10.5
[Br-].CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3	ipratropium	pKi=9.2924	pKi=9.2924	pKi=9.2924	pIC50=8.68
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1	hyoscyamine	pKi=9.8	pKi=9.8	pKi=9.8
CC1OC2(CS1)CN1CCC2CC1	cevimeline	pEC50=7.3188	pEC50=7.3188	pEC50=7.3188
[Cl-].C[N+](C)(C)CCOC(=O)N	carbachol	pEC50=8.699	pEC50=8.699	pEC50=8.699	pEC50=7.16
[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(=O)C(CO)C1=CC=CC=C1)N2C	atropine	pKi=9.5	pKi=9.5	pKi=9.5	pKi=8.66
CC(=O)OCC[N+](C)(C)C	acetylcholine	pEC50=6.66	pEC50=6.66	pEC50=6.66
CC(C[N+](C)(C)C)OC(=O)C	methacholine
C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1	diphemanil
CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C	octatropine methylbromide
CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2)C(C)C	propantheline	pKi=10.0	pKi=10.0	pKi=10.0
C[N+]12CCC(CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	clidinium	pKi=9.60000038	pKi=9.60000038	pKi=9.60000038
C[N+]1(C)CCN(CC(O)(C2CCCCC2)C2=CC=CC=C2)CC1	hexocyclium	pKi=8.89999962	pKi=8.89999962	pKi=8.89999962
CC(C[N+](C)(C)C)OC(N)=O	bethanechol	pKi=4.19999981	pKi=4.19999981	pKi=4.19999981
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2	dicycloverine	pKi=9.03292027	pKi=9.03292027	pKi=9.03292027	pIC50=8.36
CCN(Cc1ccncc1)C(=O)C(CO)c2ccccc2	tropicamide	pKi=7.52287875	pKi=7.52287875	pKi=7.52287875	pKi=7.52
CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1	cyclopentolate
CC[N+](CC)(CC)CCC(O)(C1CCCCC1)C1=CC=CC=C1	tridihexethyl
CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C	tolterodine	pKi=8.49	pKi=8.49	pKi=8.49	pKi=8.44
C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	mepenzolate	pKi=8.59	pKi=8.59	pKi=8.59
CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	oxyphencyclimine
CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	oxyphenonium
CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C	isopropamide
CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2	oxybutynin	pKi=9.11	pKi=9.11	pKi=9.11	pIC50=8.57
O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1	solifenacin	pIC50=6.88	pIC50=6.88	pIC50=6.88
CC1=NC=CN1CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1	imidafenacin
NC(=O)C([C@@H]1CCN(CCC2=CC=C3OCCC3=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1	darifenacin	pKd=9.52	pKd=9.52	pKd=9.52
C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1	methscopolamine	pKi=10.39999962	pKi=10.39999962	pKi=10.39999962	pIC50=8.96
[Br-].OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5	aclidinium bromide	pKi=10.15	pKi=10.15	pKi=10.15	pIC50=9.77
CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2	methanthelinium
Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3	CHEMBL490	pKi=7.42
CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1	orphenadrine	pKi=7.43
COc1ccc(cc1)[S+]([O-])c2ccc(cc2)C(C#N)C3CCN(CC3)C4CCCCC4	CHEMBL2114064	pKi=7.43
O=C(N[C@H]1CN2CCC1CC2)C3c4ccccc4Oc5ccccc35	CHEMBL3401646	pIC50=7.43
CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13	clomipramine	pKi=7.44
CNCCC=C1c2ccccc2CCc3ccccc13	nortriptyline	pKi=7.44
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCc2ccc(OCCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccc(O)c(Cl)c5)cc2	CHEMBL3219055	pKi=7.44
C[N+]1(C)C2CCC1[C@H](C2)OC(=O)[C@](O)(C3CCCC3)c4ccccc4	CHEMBL3670827	pIC50=7.44
[I-].C[N+]1(C)CCCC1c2oc(cc2)C(O)(c3ccccc3)c4ccccc4	CHEMBL569729	pKi=7.44
[I-].C[N+](C)(C)C[C@@H]1C[S+]([O-])[C@](O1)(C2CCCCC2)c3ccccc3	CHEMBL557808	pKi=7.46
CN1CCCC1c2oc(cc2)C(C3CCCCC3)c4ccccc4	CHEMBL576707	pKi=7.47
[Br-].CCCCCCCCCCCCCCCC[n+]1ccccc1	CHEMBL334255	pIC50=7.47
CCN(CCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c4ccccc24)CC1)C(=O)c5cccc(I)c5	CHEMBL168145	pKi=7.48
[Br-].CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c3ccccc3)CCCCC1	CHEMBL1909073	pKi=7.48
[Br-].O=C(N[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(c4cccs4)c5cccs5	CHEMBL3401652	pIC50=7.48
Brc1ccc(cc1)C(=O)N(C2CCN(Cc3ccccc3)CC2)c4ccccc4	CHEMBL87132	pKi=7.5
CC(C1=C(CN(C)C)Cc2ccccc12)c3ccccn3	CHEMBL434684	pKi=7.5
C[C@@H]1C[C@H]1c2nc(NC3CC3)c(C)c(n2)N4CCCCCC4	CHEMBL377729	pKi=7.5
Cc1c(NC2CC2)nc(nc1N3CCC=CC3)C4CC4	CHEMBL205992	pKi=7.5
Cc1c(nc(nc1N2CC(C)(C)C2)C3CC3)N4CCCCCC4	CHEMBL434388	pKi=7.5
Clc1ccc(CN2CCC3(CC2)CN(CCO3)C(=O)c4ccc5occc5c4)cc1	CHEMBL1290752	pIC50=7.5
NC(=O)C([C@@H]1CCN(CCCCCCCCCNCC(O)c2ccc(O)c3NC(=O)C=Cc23)C1)(c4ccccc4)c5ccccc5	CHEMBL1683939	pKi=7.5
O=C(C[N+]12CCC(CC1)[C@@H](C2)OC(=O)C3(CCCCCC3)C4=CC=CC4)Nc5ccccn5	CHEMBL3087363	pIC50=7.5
O=C(NCc1cccc(c1)c2cccc(CN3CCNCC3)c2)c4ccc5OCOc5c4	CHEMBL493079	pIC50=7.5
[I-].CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]3CCC[N+](C)(Cc4cccc(O)c4)C3)cc1	CHEMBL540359	pKi=7.5
CN(C)CCCCOC(=O)C(C)(C1CCCCC1)c2ccccc2	CHEMBL285440	pKi=7.51
O[C@@]([C@@H]1CCC(F)(F)C1)(C(=O)NC2CCN(Cc3cocc3)CC2)c4ccccc4	CHEMBL147695	pKi=7.52
[Br-].[Br-].CCCCN(CCCC)c1ccc(\C=C\c2cc[n+](CCC[N+](CC)(CC)CC)cc2)cc1	CHEMBL257431	pKi=7.52
COc1ccc(cc1)[S+]([O-])c2ccc(cc2)C(C#N)N3CCN(CC3)C4CCCCC4	CHEMBL2111540	pKi=7.53
OC(=O)C(F)(F)F.O=C(CC(c1ccccc1)(c2ccccc2)c3ccccc3)N4CCC[C@H]4C(=O)N5CCC[C@@H]5C(=O)NCCC6CCNCC6	CHEMBL214270	pKi=7.54
CO\N=C(/C#N)\C12CCCN(CC1)C2	CHEMBL135645	pIC50=7.55
O[C@@H](CNCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)c4ccc(O)c5NC(=O)C=Cc45	CHEMBL1683931	pKi=7.55
O[C@@]([C@@H]1CCC(F)(F)C1)(C(=O)NC2CCN(CC3CCCCCC3)CC2)c4ccccc4	CHEMBL358289	pKi=7.55
[Br-].C[N+]1(C)CCC[C@@H](C1)OC(=O)C(O)(c2ccccc2)c3ccccc3	CHEMBL3289391	pKi=7.55
COc1ccc(cc1)[S+]([O-])c2ccc(cc2)C(=O)C3CCN(CC3)C4CCCCC4	CHEMBL2114067	pKi=7.56
O=C1N(Cc2ccccc2)C(CN1C3CCN(Cc4ccccc4)CC3)c5ccccc5	CHEMBL223188	pKi=7.57
[I-].C[N+]1(C)CCC[C@H]1[C@H]2C[S+]([O-])[C@](O2)(C3CCCCC3)c4ccccc4	CHEMBL539120	pKi=7.57
OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3	trihexyphenidyl	pIC50=7.58	pIC50=7.82
CC(C)(N)CC1CCN(CC1)C(=O)[C@@](O)([C@@H]2CCC(F)(F)C2)c3ccccc3	CHEMBL71483	pKi=7.59
CN(C)CCC1=C(c2ccccc2C1)C(C)(C)c3ccccn3	CHEMBL423831	pKi=7.59
CN(C)CCC=C1c2ccccc2CCc3ccccc13	amitriptyline	pIC50=7.59
COc1ccc(CN2CCC(CC2)N3CC(NC3=O)(c4ccccc4)c5ccccc5)cc1	CHEMBL436492	pKi=7.59
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccc(F)cc4O	CHEMBL3219035	pKi=7.59
[Br-].CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1	CHEMBL2107687	pIC50=7.59
CC(C)c1nc(NC2CC2)c(C)c(n1)N3CCCCCC3	CHEMBL206714	pKi=7.6
CCCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3	CHEMBL1683918	pKi=7.6
COc1nsnc1OCCOCCOCCOCCOc2nsnc2C3=CCCN(C)C3	CHEMBL216927	pKi=7.6
Cc1c(NC2CC2)nc(nc1N3CCC(C)(C)CC3)C4CC4	CHEMBL381333	pKi=7.6
Cl.COc1nsnc1OCCOCCOCCOCCOc2nsnc2C3=CCCN(C)C3	CHEMBL553058	pKi=7.6
Clc1ccc(cc1)C(=O)N(C2CCN(Cc3ccccc3)CC2)c4ccccc4	CHEMBL86012	pKi=7.6
O=C(Cc1ccccc1)N(C2CCN(Cc3ccccc3)CC2)c4ccccc4	CHEMBL86309	pKi=7.6
O=C(N(C1CCN(Cc2ccccc2)CC1)c3ccccc3)c4ccccc4	CHEMBL87302	pKi=7.6
O=C(N(C1CCN(Cc2ccccc2)CC1)c3ccccc3)c4cccs4	CHEMBL88078	pKi=7.6
O=C(O[C@H]1C[N+]2(Cc3csc(n3)c4ccccc4)CCC1CC2)C5(CCCCCC5)C6=CC=CC6	CHEMBL3087956	pIC50=7.6
CN1CCC[C@@H]1[C@@H]2C[S+]([O-])[C@](O2)(C3CCCCC3)c4ccccc4	CHEMBL496915	pKi=7.62
[Br-].[Br-].CCN(CC)c1ccc(\C=C\c2cc[n+](CCC[N+](CC)(CC)CC)cc2)cc1	CHEMBL257643	pKi=7.62
CN1CCC[C@H]1c2oc(cc2)[C@@](O)(C3CCCCC3)c4ccccc4	CHEMBL571341	pKi=7.63
[I-].C[N+]1(C)CCCC1c2oc(cc2)C(c3ccccc3)c4ccccc4	CHEMBL583027	pKi=7.63
CN(C)C1(CNCCc2c(Cl)cccc2Cl)COc3ccccc3OC1	CHEMBL233199	pKi=7.64
C[N+]1(CC(=O)c2cccnc2)CC[C@H](C1)N3CC(NC3=O)(c4ccc(F)cc4)c5ccc(F)cc5	CHEMBL222874	pKi=7.64
OC(=O)C(F)(F)F.O=C(CC(c1ccccc1)(c2ccccc2)c3ccccc3)N4CCC[C@H]4C(=O)N5CCC[C@@H]5C(=O)NC[C@@H]6CCCNC6	CHEMBL385229	pKi=7.64
O=C(O[C@H]1CN2CCC1CC2)N(Cc3ccccc3)Cc4cccs4	CHEMBL1779039	pIC50=7.65
CN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3	CHEMBL1683909	pKi=7.66
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCN2CCC(CC2)OC(=O)Nc3ccccc3c4cc(F)cc(F)c4O	CHEMBL3219038	pKi=7.66
NCc1cccc(CN2CCC(CC2)NC(=O)[C@@](O)([C@@H]3CCC(F)(F)C3)c4ccccc4)c1	CHEMBL146307	pKi=7.68
CC(C)c1nc(cs1)C(=O)N2CCOC3(CCN(Cc4ccccc4Cl)CC3)C2	CHEMBL1289982	pIC50=7.7
CC(CN1c2ccccc2Sc3ccccc13)N(C)C	promethazine	pIC50=7.7
CC1CN(C1)c2nc(nc(N3CCCCCC3)c2C)C4CC4	CHEMBL232860	pKi=7.7
CN(C)C1(CNCCc2ccc(Cl)cc2)COc3ccccc3OC1	CHEMBL234254	pKi=7.7
CN(C)C1(CNCCc2ccccc2)COc3ccccc3OC1	CHEMBL234252	pKi=7.7
COC1(CN2CCC1CC2)C#CC(O)(C3CCC3)c4ccccn4	CHEMBL381020	pKi=7.7
COc1ccc(cc1)[S+]([O-])c2ccc(cc2)C(=O)C3CCN(CC3)C4CCCCC4	CHEMBL2115127	pKi=7.7
Clc1cccc(c1)c2ccccc2S(=O)(=O)CCC3CCNCC3	CHEMBL1083402	pIC50=7.7
CC(=CCCN1CCC(CC1)NC(=O)[C@@](O)([C@H]2CC[C@H](F)C2)c3ccccc3)C	CHEMBL343644	pKi=7.72
CN(C)C1(CNCCc2ccccc2F)COc3ccccc3OC1	CHEMBL233200	pKi=7.72
C[N+]1(C)C2CCC1[C@@H](C2)OC(=O)[C@](O)(C3CCCC3)c4ccccc4	CHEMBL3670826	pIC50=7.72
NCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3	CHEMBL1683924	pKi=7.72
[Br-].CCCCN(C(=O)O[C@H]1C[N+]2(CCc3ccccc3)CCC1CC2)c4ccccc4	CHEMBL1779134	pIC50=7.72
CN1C(=O)N(CC1(c2ccccc2)c3ccccc3)C4CCN(Cc5ccccc5)CC4	CHEMBL375277	pKi=7.73
OC1(C(=O)N[C@H]2CN3CCC2CC3)c4ccccc4c5ccccc15	CHEMBL3401645	pIC50=7.73
[Br-].C[N+]12CCC(CC1)[C@H](C2)OC(=O)N(Cc3cccs3)c4ccccc4	CHEMBL1779130	pIC50=7.73
CN1CCC[C@H]1[C@H]2C[S+]([O-])[C@](O2)(C3CCCCC3)c4ccccc4	CHEMBL493980	pKi=7.74
CC(=CCCN1CCC(CC1)NC(=O)[C@@](O)([C@H]2CC[C@H](O)C2)c3ccccc3)C	CHEMBL359220	pKi=7.75
CCCCN(Cc1cccs1)C(=O)O[C@H]2CN3CCC2CC3	CHEMBL1779041	pIC50=7.75
CN(C)C1(CNCCc2ccc(C)cc2)COc3ccccc3OC1	CHEMBL234253	pKi=7.75
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4O	CHEMBL3219034	pKi=7.75
O[C@@H](CNCCc1ccc(CCN2CCC(Cn3cnc(n3)C(O)(c4ccccc4)c5ccccc5)CC2)cc1)c6ccc(O)c7NC(=O)C=Cc67	CHEMBL3629357	pKi=7.75
O[C@@]([C@@H]1CCC(F)(F)C1)(C(=O)NC2CCN(CC3CCCCC3)CC2)c4ccccc4	CHEMBL146359	pKi=7.75
[Br-].O=C(O[C@H]1C[N+]2(CCc3ccccc3)CCC1CC2)N(Cc4ccccc4)c5ccccc5	CHEMBL1779048	pIC50=7.75
CCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3	CHEMBL1683912	pKi=7.77
OC(C1CCCC1)(C(=O)NC2CCN(CC3CCCCC3)CC2)c4ccccc4	CHEMBL149769	pKi=7.77
OCc1cccc(CN2CCC(CC2)NC(=O)[C@@](O)([C@@H]3CCC(F)(F)C3)c4ccccc4)c1	CHEMBL147554	pKi=7.77
O[C@@]([C@@H]1CCC(F)(F)C1)(C(=O)N2CCCNCC2)c3ccccc3	CHEMBL424416	pKi=7.77
O[C@@]([C@@H]1CCC(F)(F)C1)(C(=O)NCC2CCNCC2)c3ccccc3	CHEMBL306903	pKi=7.77
Clc1ccc(CN2CCC(CC2)N3CC(NC3=O)(c4ccccc4)c5ccccc5)cc1	CHEMBL269280	pKi=7.78
O=C1OC(CN1C2CCN(Cc3ccccc3)CC2)(c4ccccc4)c5ccccc5	CHEMBL225387	pKi=7.78
CC(=CCCN1CCC(CC1)NC(=O)[C@@](O)([C@H]2CCC(F)(F)C2)c3ccccc3)C	CHEMBL146351	pKi=7.8
CC(C)c1nc(cs1)C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2	CHEMBL1289865	pIC50=7.8
CC1CCN(CC1)c2nc(nc(NC3CC3)c2C)C4CC4	CHEMBL208280	pKi=7.8
CCc1nc(cs1)C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2	CHEMBL1289758	pIC50=7.8
COC1(CN2CCC1CC2)C#CC(C)(c3ccccc3)c4ccccc4	CHEMBL410061	pKi=7.8
Cc1c(NC2CC2)nc(nc1N3CCCCCCC3)C4CC4	CHEMBL205686	pKi=7.8
Cc1c(nc(nc1N2CCCCCC2)C3CC3)N4CCC4	CHEMBL232419	pKi=7.8
NCC(=O)N1CCN(CC1)C(=O)[C@@](O)([C@@H]2CCC(F)(F)C2)c3ccccc3	CHEMBL69402	pKi=7.8
O=C(C1CCC1)N(C2CCN(Cc3ccccc3)CC2)c4ccccc4	CHEMBL83363	pKi=7.8
Fc1ccc(cc1)N(Cc2ccccc2)C(=O)O[C@H]3CN4CCC3CC4	CHEMBL1779043	pIC50=7.82
Nc1ccc(CN2CCC(CC2)NC(=O)[C@@](O)([C@@H]3CCC(F)(F)C3)c4ccccc4)nc1	CHEMBL148404	pKi=7.82
OC(C(=O)N[C@H]1CN2CCC1CC2)(c3ccccc3)c4ccccc4	CHEMBL3401640	pIC50=7.82
CCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3	CHEMBL1683913	pKi=7.85
CN(C)C1(CNCC=C2CCOCC2)COc3ccccc3OC1	CHEMBL394255	pKi=7.85
OC(C1CCCC1)(C(=O)NC2CCN(Cc3ccccn3)CC2)c4ccccc4	CHEMBL346194	pKi=7.85
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(=O)C3CCN(CC3)C4CCCCC4	CHEMBL71531	pKi=7.86
Clc1ccccc1CN2CCC(CC2)N3CC(NC3=O)(c4ccccc4)c5ccccc5	CHEMBL384670	pKi=7.86
O=C1NC(CN1C2CCN(Cc3cccs3)CC2)(c4ccccc4)c5ccccc5	CHEMBL441873	pKi=7.87
O=C1NC(CN1[C@@H]2CCN(Cc3ccccc3)C2)(c4ccccc4)c5ccccc5	CHEMBL438427	pKi=7.88
CC1CN(C1)c2cc(nc(n2)C3CC3)N4CCCCCC4	CHEMBL389992	pKi=7.89
CO[C@@]1(CN2CCC1CC2)C#C[C@](O)(c3ccccc3)c4cccnc4	CHEMBL372566	pKi=7.89
Cc1c(NC2CC2)nc(nc1N3CCCCC3)C4CC4	CHEMBL205105	pKi=7.89
O[C@@]([C@@H]1CCC(F)(F)C1)(C(=O)NC2CCN(Cc3ccccn3)CC2)c4ccccc4	CHEMBL147105	pKi=7.89
Clc1cccc(c1)c2ccccc2\C=C\CC3CCNCC3	CHEMBL1084851	pIC50=7.9
O=C(C[N+]12CCC(CC1)[C@H](C2)OC(=O)C3(CCCCCC3)C4=CC=CC4)Nc5occn5	CHEMBL3087245	pIC50=7.9
OC(C1CCCC1)(C(=O)NC2CCN(CC3CCCCCC3)CC2)c4ccccc4	CHEMBL148129	pKi=7.92
CN1CCC(CC1)OC(=O)C(CO)c2cccc(c2)C(F)(F)F	CHEMBL2377268	pKi=7.95
CC(=CCCN1CCC(CC1)NC(=O)[C@@](O)([C@H]2CC[C@@H](F)C2)c3ccccc3)C	CHEMBL146249	pKi=7.96
CN(C)C1(CNCCC2CCOCC2)COc3ccccc3OC1	CHEMBL435353	pKi=7.96
Cc1cccc(CN2CCC(CC2)NC(=O)C(O)(C3CCCC3)c4ccccc4)n1	CHEMBL343659	pKi=7.96
NCC1CCN(CC1)C(=O)[C@@](O)([C@@H]2CCC(F)(F)C2)c3ccccc3	CHEMBL66322	pKi=7.96
CC(C)N(CC[C@H](c1ccccc1)c2cc(CCNC(=O)CCCCCNC(=O)COc3ccc(\C=C\C4=[N+]5C(=Cc6ccc(c7cccs7)n6[B-]5(F)F)C=C4)cc3)ccc2O)C(C)C	CHEMBL271108	pKi=7.99
C1CCCN(CC1)c2nc(nc3NCCCCc23)C4CC4	CHEMBL207816	pKi=8.0
CC(C)(C)c1onc(NC(=O)C[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)c1	CHEMBL3087361	pIC50=8.0
CCCS(=O)(=O)N1CCC(CC1)N2CCC(CC2)C(=C)c3ccc(cc3)S(=O)(=O)c4ccc(OC)cc4	CHEMBL421113	pKi=8.0
CCN(CC)CCOC(=O)C(C)(C1CCCCC1)c2ccccc2	CHEMBL443780	pKi=8.0
CN(C)C(C)(C(=O)OC1CC[N+](C)(C)CC1)c2ccccc2	CHEMBL1924034	pIC50=8.0
CN1CCC=C(C1)c2nsnc2OCCCCCCCCCCCC3CCN(CCCN4C(=O)CCc5ccccc45)CC3	CHEMBL3354070	pKi=8.0
COC(C#C[C@]1(CN2CCC1CC2)OC)(c3ccccc3)c4ccccc4	CHEMBL411514	pKi=8.0
COC1(CN2CCC1CC2)C#CC(O)(c3ccccc3)c4ccccn4	CHEMBL200210	pKi=8.0
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCN2CCC(CC2)OC(=O)Nc3ccccc3c4cccc(F)c4O	CHEMBL3219036	pKi=8.0
Cc1c(NC2(C)CC2)nc(nc1N3CCCCCC3)C4CC4	CHEMBL208335	pKi=8.0
Cc1nc(cs1)C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2	CHEMBL1289545	pIC50=8.0
Oc1cccc(F)c1n2nc(OC3CCNCC3)c4ccccc24	CHEMBL1836645	pKi=8.0
CCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3	CHEMBL1683917	pKi=8.02
NCCN1CCN(CC1)C(=O)[C@@](O)([C@@H]2CCC(F)(F)C2)c3ccccc3	CHEMBL69582	pKi=8.02
[I-].C[N+]1(C)CCC[C@H]1c2oc(cc2)[C@@](O)(C3CCCCC3)c4ccccc4	CHEMBL568870	pKi=8.03
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCN2CC[C@H](C2)OC(=O)Nc3ccccc3c4ccc(O)c(Cl)c4	CHEMBL3219051	pKi=8.04
C[N+]1(CC(=O)Nc2ccccc2)CCC(C1)N3CC(NC3=O)(c4ccccc4)c5ccccc5	CHEMBL222634	pKi=8.04
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCN2C3CCC2CC(C3)OC(=O)Nc4ccccc4c5ccc(O)c(Cl)c5	CHEMBL3219054	pKi=8.05
Cc1cccc(CN2CCC(CC2)NC(=O)[C@@](O)([C@@H]3CCC(F)(F)C3)c4ccccc4)n1	CHEMBL147778	pKi=8.05
[I-].C[N+]1(C)CCCC1c2oc(cc2)C(C3CCCCC3)c4ccccc4	CHEMBL569712	pKi=8.05
COc1cccc(CN2CCC(CC2)N3CC(NC3=O)(c4ccccc4)c5ccccc5)c1	CHEMBL225074	pKi=8.06
CC1(N)CCN(CC1)C(=O)[C@@](O)([C@@H]2CCC(F)(F)C2)c3ccccc3	CHEMBL68609	pKi=8.08
CCN(CC)CCOC(=O)C(c1ccccc1)C2(O)CCCCC2	CHEMBL2377269	pKi=8.08
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCN2CCC(CC2)OC(=O)Nc3ccccc3c4cc(F)c(O)cc4F	CHEMBL3219041	pKi=8.08
COC1(CN2CCC1CC2)C#CC(O)(c3ccccc3)c4cccnn4	CHEMBL383248	pKi=8.1
CO[C@@]1(CN2CCC1CC2)C#CC(O)(c3ccc(Cl)cc3)c4ccc(Cl)cc4	CHEMBL199981	pKi=8.1
CO[C@@]1(CN2CCC1CC2)C#CC(O)(c3cccc(C)c3)c4cccc(C)c4	CHEMBL380583	pKi=8.1
COc1ccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)cc1NC(=O)CCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6	CHEMBL3426707	pKi=8.1
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCCC#N)CCC2CC3)c4ccccc4	CHEMBL1924045	pIC50=8.1
C[C@H]1C[C@@H]1Nc2nc(nc(N3CCCCCC3)c2C)C4CC4	CHEMBL380314	pKi=8.1
Cc1c(NC2CCC2)nc(nc1N3CCCCCC3)C4CC4	CHEMBL202729	pKi=8.1
Cc1nc(cs1)C(=O)N2CCOC3(CCN(Cc4ccccc4Cl)CC3)C2	CHEMBL1289654	pIC50=8.1
Nc1cccc(CN2CCC(CC2)N3CC(NC3=O)(c4ccccc4)c5ccccc5)c1	CHEMBL221829	pKi=8.1
O=C(C[N+]12CCC(CC1)[C@H](C2)OC(=O)C3(CCCCCC3)C4=CC=CC4)Nc5nncs5	CHEMBL3087243	pIC50=8.1
[O-][N+](=O)c1ccc(s1)C(=O)N(C2CCN(Cc3ccccc3)CC2)c4ccc(Br)cc4	CHEMBL83459	pKi=8.1
CCN(CC)CCOC(=O)C(C)(c1ccccc1)c2ccccc2	CHEMBL26505	pKi=8.11
CN1CCCC1c2oc(cc2)C(O)(C3CCCCC3)c4ccccc4	CHEMBL583051	pKi=8.11
