O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1	phenytoin
CCOC(=O)C1=CC=C(N)C=C1	benzocaine
CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C	ropivacaine
CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1	orphenadrine	pIC50=4.7645	pIC50=4.7645	pIC50=4.7645
[H]C1(CCCCN1C)C(=O)NC1=C(C)C=CC=C1C	mepivacaine
NC1=NN=C(C(N)=N1)C1=C(Cl)C(Cl)=CC=C1	lamotrigine
CC(N)COC1=C(C)C=CC=C1C	mexiletine	pKi=4.89	pKi=4.89	pKi=4.89
CCN1C(=O)NC(C1=O)C1=CC=CC=C1	ethotoin
NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	phenazopyridine
CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	mephenytoin
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C	lidocaine	pIC50=4.54	pIC50=4.54	pIC50=4.54
NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2	carbamazepine	pIC50=4.66	pIC50=4.66	pIC50=4.66
NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1	rufinamide
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C	tetracaine	pKi=6.3	pKi=6.3	pKi=6.3	pIC50=5.12
CC(=O)O[C@H]1CC2=C(C=CC=C2)N(C(N)=O)C2=CC=CC=C12	eslicarbazepine acetate
COC[C@@H](NC(=O)C)C(=O)NCc1ccccc1	lacosamide	pIC50=6.74	pIC50=6.74	pIC50=6.74	pIC50=6.74
CCN(CC)CCNC(=O)C1=CC=C(N)C=C1	procainamide
CC(N)C(=O)NC1=C(C)C=CC=C1C	tocainide
CNS(=O)(=O)NC(=O)c1ccc(C2C3CC4CC(CC2C4)C3)c(Cl)c1	CHEMBL3657961	pIC50=5.77
COc1cc(ccc1COCC(O)CN2CCC(CC2)C(=O)Nc3ccccc3)C(F)(F)F	CHEMBL3632698	pIC50=5.77
COc1cncc(c1)c2cc(ccc2c3cccc4CN(CCc34)S(=O)(=O)Nc5ncns5)C(F)(F)F	CHEMBL3683209	pIC50=5.77
Cn1cc(c2cccnc2)c3ccc(cc13)S(=O)(=O)Nc4ncns4	CHEMBL3704404	pIC50=5.77
Cn1nc(cc1c2ccc(Oc3ccc(cc3F)S(=O)(=O)Nc4ncc(F)s4)cc2)C(F)(F)F	CHEMBL2326457	pIC50=5.77
FC(F)(F)c1cccc(n1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2326458	pIC50=5.77
Fc1cccc2C(N(CCc3ccccn3)C(=O)c12)C(=O)NCc4ccc(OC(F)(F)F)cc4	CHEMBL2164039	pIC50=5.77
OCC(O)c1cccc(n1)c2ccc(Oc3ccc(cn3)C(F)(F)F)cc2	CHEMBL3687998	pIC50=5.77
CN(C)S(=O)(=O)NC(=O)c1cc(Cl)c(OCC2(F)CCCCC2)cc1F	CHEMBL3657871	pIC50=5.78
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4nc(C)cs4)C(F)(F)F	CHEMBL3687675	pIC50=5.78
COc1ncc(F)cc1c2nccc3cc(ccc23)S(=O)(=O)Nc4nccs4	CHEMBL3687662	pIC50=5.78
O=S(=O)(Nc1nccs1)c2ccc(Oc3ccc(cc3)c4ccccc4)c(c2)C#N	CHEMBL2326456	pIC50=5.78
CCCCCN1C(=O)C(C)(c2ccc3OCOc3c2)c4ccccc14	CHEMBL1780047	pIC50=5.79
CS(=O)(=O)NC(=O)c1ccc(OCC23CC4CC(CC(F)(C4)C2)C3)cc1F	CHEMBL3657944	pIC50=5.79
Cn1cc(c2cccc3CCNCc23)c4ccc(cc14)S(=O)(=O)Nc5ncns5	CHEMBL3704444	pIC50=5.79
CC(C)(CN1C(C(=O)NCc2ccc(OC(F)(F)F)cc2)c3ccccc3C1=O)c4ccccn4	CHEMBL2164362	pIC50=5.8
CN(c1ccccc1)c2cc(nc(c2)c3ccc(Oc4ccc(cc4)C#N)cc3)C(=O)N	CHEMBL3688116	pIC50=5.8
COc1ccc(CNC(=O)C2N(CCc3ccccn3)C(=O)c4ccccc24)cc1	CHEMBL2164388	pIC50=5.8
COc1ccc(Cl)cc1C2=NNC(=O)c3cc(ccc23)S(=O)(=O)Nc4ccncn4	CHEMBL3687731	pIC50=5.8
COc1ncc(Cl)cc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4	CHEMBL3682760	pIC50=5.8
Cc1cc(nn1c2cccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)c2)C(F)(F)F	CHEMBL2326450	pIC50=5.8
Cc1csc(NS(=O)(=O)c2ccc(Oc3ccccc3c4ccccc4)c(c2)C#N)n1	CHEMBL2326447	pIC50=5.8
Clc1ccc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3nccs3)c(c1)n4cnnn4	CHEMBL2326453	pIC50=5.8
Cn1nccc1c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4cccnn4	CHEMBL2326451	pIC50=5.8
Cn1nccc1c2cc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)ccc2Cl	CHEMBL2326454	pIC50=5.8
FC(F)(F)Oc1ccc(CNC(=O)C2N(CCc3ncccn3)C(=O)c4ccccc24)cc1	CHEMBL2164364	pIC50=5.8
FC(F)(F)Oc1ccc(cc1)C(=O)N[C@@H]2COc3cccc(c3C2)c4ccccn4	CHEMBL2069405	pIC50=5.8
FC(F)(F)c1ccc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3ncns3)c(c1)c4cncc(c4)C#N	CHEMBL2326449	pIC50=5.8
Fc1ccc(F)c(c1)n2nc(cc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4)C5CC5	CHEMBL2326448	pIC50=5.8
Fc1ccc(Oc2ccc(c(F)c2)S(=O)(=O)Nc3nccs3)c(c1)c4ccn[nH]4	CHEMBL2326455	pIC50=5.8
NC(=O)Cn1nc(Cc2ccc(Cl)cc2)cc1Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4	CHEMBL2326446	pIC50=5.8
NC(=O)c1cc(NCCN2CCNC2=O)cc(n1)c3ccc(Oc4ccc(F)cc4)cc3	CHEMBL3688034	pIC50=5.8
O=S(=O)(Nc1nccs1)c2ccc(Oc3ccc(cc3)n4ccc(n4)C5CC5)c(c2)C#N	CHEMBL2326452	pIC50=5.8
O=S(=O)(Nc1nccs1)c2ccc3c(cccc3c2)[C@@H]4CCCN4C5CCOCC5	CHEMBL3682696	pIC50=5.8
OC1(C(=O)N(Cc2ccc(Cl)cc2)c3ccccc13)c4ccccc4	CHEMBL1779927	pIC50=5.8
CC(C)C[C@H](NC(=O)c1cc(cc(n1)c2ccc(Oc3ccc(F)cc3)cc2)[C@@H](O)CO)C(=O)N	CHEMBL3684326	pIC50=5.81
CC(O)[C@H](NC(=O)c1cccc(n1)c2ccc(Oc3ccc(F)cc3)cc2)C(=O)N	CHEMBL3684314	pIC50=5.81
COc1cc(NS(=O)(=O)c2ccc3c(nccc3c2)c4ccc(cc4OC)C(F)(F)F)ncn1	CHEMBL3682773	pIC50=5.81
COc1cc(OC)c(c(OC)c1)c2nccc3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3682666	pIC50=5.81
Cn1cc(c2cc(cc(c2)C(F)(F)F)c3ccncc3)c4ccc(cc14)S(=O)(=O)Nc5ncns5	CHEMBL3704410	pIC50=5.81
Cn1cc(c2ccccc2)c3ccc(cc13)S(=O)(=O)Nc4ncns4	CHEMBL3704427	pIC50=5.81
FC(F)(F)c1cc(Cl)ccc1c2cccc3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3682650	pIC50=5.81
O=S(=O)(Nc1nccs1)c2ccc3c(cccc3c2)C4CCCN4C5CCOCC5	CHEMBL3682695	pIC50=5.81
CC(C)Oc1ccc(CNC(=O)[C@@H]2CCC[C@H]2C3=NOC(C)(C3)c4ccccc4)cc1	CHEMBL572352	pIC50=5.82
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc8ccc(O)cc8)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc9ccccc9)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%10CCCN%10C1=O)C(C)C	CHEMBL3797233	pIC50=5.82
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%10CCCN%10C1=O)C(C)C	CHEMBL3797359	pIC50=5.82
CN1CCC(=CC1)c2cc(ccc2c3nccc4cc(ccc34)S(=O)(=O)Nc5ccncn5)C(F)(F)F	CHEMBL3692140	pIC50=5.82
COc1cc2cc(ccc2c(n1)c3ccc(cc3OC)C(F)(F)F)S(=O)(=O)Nc4nccs4	CHEMBL3682807	pIC50=5.82
COc1ccc2c(NC3(CCN(CC3)C(=O)OCc4ccccc4)c5cccn25)c1	CHEMBL3322761	pIC50=5.82
CS(=O)(=O)NC(=O)c1cc(Cl)c(OCC23CC4CC(CC(C4)C2)C3)c(F)c1F	CHEMBL3662134	pIC50=5.82
CS(=O)(=O)NC(=O)c1ccc(OC[C@@H]2CC[C@H](CC2)C(F)(F)F)cc1F	CHEMBL3662100	pIC50=5.82
Cc1ccc(Oc2ccc(cc2F)S(=O)(=O)Nc3nccs3)c(c1)c4c(C)cnn4C(C)(C)C	CHEMBL2326445	pIC50=5.82
Cn1nccc1c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ccon4	CHEMBL2326441	pIC50=5.82
Cn1nccc1c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncsc4F	CHEMBL2326443	pIC50=5.82
FC(F)(F)c1ccn(n1)c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)c(c2)C(F)(F)F	CHEMBL2326442	pIC50=5.82
Fc1cc(ccc1Oc2ccccc2c3ccccc3)S(=O)(=O)Nc4ncc(Cl)s4	CHEMBL2326444	pIC50=5.82
Fc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4nccs4)C(F)(F)F	CHEMBL3682813	pIC50=5.82
Fc1ccccc1n2ncc3c(cccc23)N4CCN(C4=O)c5ccncc5	CHEMBL3797498	pIC50=5.82
Fc1ccccc1n2ncc3c(cccc23)N4CCN(Cc5occn5)C4=O	CHEMBL3799838	pIC50=5.82
NC(=O)[C@H](CO)NC(=O)c1cccc(n1)c2ccc(Oc3ccc(F)cc3)cc2	CHEMBL3684318	pIC50=5.82
OC(COc1ccccc1C(=O)c2ccccc2)CN3CCC(CC3)N4Cc5ccccc5C4=O	CHEMBL3634329	pIC50=5.82
CC1CCCN1c2cccc3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3682685	pIC50=5.83
CCCCCN1C(=O)C2(CCCc3cc4OCOc4cc23)c5ccccc15	CHEMBL1780063	pIC50=5.83
CN(Cc1ccccc1)C(=O)[C@@H]2CCC[C@H]2C(=O)NCc3ccc(OC(F)(F)F)cc3	CHEMBL203995	pKi=5.83
Cn1nc(Cc2ccc(Cl)cc2)cc1Oc3ccc(cc3F)S(=O)(=O)Nc4nccs4	CHEMBL2326440	pIC50=5.83
CN(Cc1ccccc1)c2cccc3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3682693	pIC50=5.84
Clc1cc(Oc2ccccc2c3ccccc3)ccc1S(=O)(=O)Nc4ncns4	CHEMBL2326439	pIC50=5.84
NC(=O)c1cc(nc(c1)c2ccc(Oc3ccc(F)cc3)cc2)C(=O)NCCN4CCCCC4	CHEMBL3688056	pIC50=5.84
CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)OCc4ccccc4)c1	CHEMBL1813032	pIC50=5.85
CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)Oc4ccccc4)c1	CHEMBL1813031	pIC50=5.85
CC(NC(=O)C1N(CCc2ccccn2)C(=O)c3ccccc13)c4ccc(OCC(F)(F)F)cc4	CHEMBL2164393	pIC50=5.85
CC(Oc1cc(F)c(cc1Cl)C(=O)NS(=O)(=O)C)C23CC4CC(CC(C4)C2)C3	CHEMBL3657824	pIC50=5.85
CC1(CCC(F)(F)CC1)OCc2cc(F)c(cc2Cl)C(=O)NS(=O)(=O)C	CHEMBL3662115	pIC50=5.85
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%11CCCN%11C1=O)C(C)C	CHEMBL3798194	pIC50=5.85
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%11CCCN%11C1=O	CHEMBL3797938	pIC50=5.85
COc1cc(c(F)cc1c2nccc3cc(ccc23)S(=O)(=O)Nc4nncs4)c5cccnc5	CHEMBL3687637	pIC50=5.85
COc1ccc(cn1)c2ccc(c(OC)c2)c3nccc4cc(ccc34)S(=O)(=O)Nc5ccncn5	CHEMBL3687719	pIC50=5.85
COc1cccc(OCC(O)CN2CCC(CC2)N3Cc4ccccc4C3=O)c1	CHEMBL3634335	pIC50=5.85
Cn1cc(c2ccc(cc2C3=CCNCC3)C(F)(F)F)c4ccc(cc14)S(=O)(=O)Nc5cscn5	CHEMBL3704455	pIC50=5.85
Cn1ccc(n1)c2c(F)cccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4	CHEMBL2326438	pIC50=5.85
FC(F)(F)Oc1ccc(CNC(=O)C2N(CCc3ccccn3)C(=O)c4ccccc24)cc1	CHEMBL2164389	pIC50=5.85
Fc1ccc2c(c1)c(OCC(=O)N3CCOCC3)nn2c4ccccc4F	CHEMBL3798493	pIC50=5.85
OCC(O)c1cccc(n1)c2ccc(Oc3ncc(cc3Cl)C(F)(F)F)cc2	CHEMBL3687997	pIC50=5.85
CC(C)(C)c1cc(nn1c2cccc(c2)c3ccccc3OC(F)(F)F)C(=O)N	CHEMBL1221440	pIC50=5.86
CN(C)C(=O)c1nc(cs1)c2cccc(c2)c3ccccc3OC(F)(F)F	CHEMBL1224725	pIC50=5.86
COc1ccc(Cl)cc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4	CHEMBL3682738	pIC50=5.86
COc1ncc(F)cc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4	CHEMBL3682758	pIC50=5.86
Clc1cnc(NS(=O)(=O)c2ccc(Oc3ccccc3C4CC4)c(c2)C#N)s1	CHEMBL2326437	pIC50=5.86
Cn1cc(c2ccc(cc2c3ccnn3C)C(F)(F)F)c4ccc(cc14)S(=O)(=O)Nc5nc(Br)ns5	CHEMBL3704441	pIC50=5.86
FC(F)(F)c1ccc(c(c1)[N+]#[C-])c2nccc3cc(ccc23)S(=O)(=O)Nc4nccs4	CHEMBL3687647	pIC50=5.86
Fc1cc(Oc2cccc(c2)c3ccccc3)ccc1S(=O)(=O)Nc4nccs4	CHEMBL2326436	pIC50=5.86
NC(=O)c1cc(cc(n1)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)[C@@H](O)CO	CHEMBL3688129	pIC50=5.86
CC(C)(O)CC(=O)N1CC[C@H]2CN(C(=O)[C@@H]12)c3cccc4c3cnn4c5ccccc5F	CHEMBL3799939	pIC50=5.87
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4)c5cccnc5F	CHEMBL3687710	pIC50=5.87
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccon4)C(F)(F)F	CHEMBL3687674	pIC50=5.87
Cc1cncn1c2cc(ccc2c3cccc4CN(CCc34)S(=O)(=O)Nc5ncc(F)s5)C(F)(F)F	CHEMBL3683255	pIC50=5.87
CC(C)[C@H]1CC[C@H](C)C[C@@H]1Oc2cc(F)c(cc2Cl)C(=O)NS(=O)(=O)C	CHEMBL3657906	pIC50=5.88
COc1cc(Cl)ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4	CHEMBL3682752	pIC50=5.88
COc1cc(ccc1Oc2ccccc2c3ccccc3)S(=O)(=O)Nc4ncns4	CHEMBL2326435	pIC50=5.88
COc1ccccc1c2ncc([N+]#[C-])c3cc(ccc23)S(=O)(=O)Nc4nccs4	CHEMBL3687655	pIC50=5.88
CS(=O)(=O)N1CCN(CC1)C(=O)c2cccc(n2)c3ccc(Oc4ccc(F)cc4)cc3	CHEMBL3684295	pIC50=5.88
NC(=O)[C@@H](CO)NC(=O)c1cccc(n1)c2ccc(Oc3ccc(F)cc3)cc2	CHEMBL3684311	pIC50=5.88
O=S(=O)(Nc1ncns1)c2ccc3c(cccc3c2)N4CCC[C@@H]4c5cccnc5	CHEMBL3682682	pIC50=5.88
OC[C@@H](O)c1cccc(n1)c2ccc3N(CCN(CC4CC4)Cc3c2)c5ccc(cc5)C(F)(F)F	CHEMBL3577028	pIC50=5.88
CC(C)(C#N)c1ccc(Oc2cc(F)c(cc2Cl)S(=O)(=O)Nc3nncs3)c(c1)c4ccnnc4	CHEMBL2326428	pIC50=5.89
CC1(CN(CCO1)c2cccc3cc(ccc23)S(=O)(=O)Nc4ncns4)c5ccccc5	CHEMBL3682626	pIC50=5.89
CC1CC1c2cc(C(=O)NS(=O)(=O)N3CCC3)c(F)cc2OCC45CC6CC(CC(C6)C4)C5	CHEMBL3662198	pIC50=5.89
COC(=O)N1CC(C1)c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4	CHEMBL2326774	pIC50=5.89
COc1cc(ccc1c2nc(C)nc3cc(ccc23)S(=O)(=O)Nc4nccs4)C#N	CHEMBL3687744	pIC50=5.89
COc1ccc(CN(c2ncns2)S(=O)(=O)c3ccc4C(=NNC(=O)c4c3)c5ccccc5OC)cc1	CHEMBL3687735	pIC50=5.89
COc1cccc(C(=O)N2CCCC2)c1OCc3csc(n3)c4ccc(Cl)cc4	CHEMBL364912	pIC50=5.89
CS(=O)(=O)NC(=O)c1cc(Cl)c(OCC2CCC=CC2)cc1F	CHEMBL3662171	pIC50=5.89
Cc1coc(n1)c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4	CHEMBL2326430	pIC50=5.89
Cc1nsc(NS(=O)(=O)c2ccc(Oc3ccccc3c4ccccc4)c(c2)C#N)n1	CHEMBL2326429	pIC50=5.89
Clc1ccccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4nccs4	CHEMBL3682771	pIC50=5.89
Cn1cc(c2ccc(F)c(c2)C#N)c3ccc(cc13)S(=O)(=O)Nc4ncns4	CHEMBL3704422	pIC50=5.89
Cn1nccc1c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ccccn4	CHEMBL2326432	pIC50=5.89
Cn1nccc1c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2	CHEMBL2326431	pIC50=5.89
Fc1cc(Oc2ccc(Cl)cc2c3cnn[nH]3)c(Cl)cc1S(=O)(=O)Nc4cscn4	CHEMBL2326434	pIC50=5.89
Fc1ccc(F)c(c1)c2ccccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4	CHEMBL2326773	pIC50=5.89
Fc1ccc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3nccs3)c(c1)c4cnn(CC(F)(F)F)c4	CHEMBL2326433	pIC50=5.89
NC(=N)N1CCN(CC1)c2cc(nc(c2)c3ccc(Oc4ccc(F)cc4)cc3)C(=O)N	CHEMBL3688055	pIC50=5.89
NC(=O)c1cc(cc(NC(CO)CO)n1)c2ccc(Oc3ccc(F)cc3)cc2	CHEMBL3688099	pIC50=5.89
OC(COc1ccccc1C(=O)c2ccccc2)CN3CCC(CC3)c4cccc5NC(=O)CCc45	CHEMBL3634324	pIC50=5.89
OC[C@H](O)c1cccc(n1)c2ccc(Oc3ccc(c(c3)C#N)C(F)(F)F)cc2	CHEMBL3687996	pIC50=5.89
COc1cc(ccc1c2cnnc3cc(ccc23)S(=O)(=O)Nc4ccncn4)C(F)(F)F	CHEMBL3682842	pIC50=5.9
Cc1nn(nc1C(=O)N[C@@H]2COc3cccc(c3C2)c4ccncc4)c5ccccc5	CHEMBL2069416	pIC50=5.9
Cn1cc(nc1C(=O)N)c2cccc(c2)c3ccccc3C(F)(F)F	CHEMBL1224592	pIC50=5.9
FC(F)(F)Oc1ccc(cc1)C(=O)N[C@@H]2COc3cccc(c3C2)c4cccnc4	CHEMBL2069406	pIC50=5.9
FC(F)(F)Oc1ccccc1c2cccc(c2)c3csc(n3)c4cnccn4	CHEMBL1224434	pIC50=5.9
NC(=O)c1cc(cc(n1)c2ccc(Oc3ccc(F)cc3)cc2)N(CCC(=O)O)c4ccccc4	CHEMBL3688114	pIC50=5.9
OC[C@@H](O)c1cc(nc(c1)c2ccc(Oc3ccc(F)cc3)cc2)C(=O)NCCN4CCCCC4	CHEMBL3688019	pIC50=5.9
Cc1onc(c1CC(=O)NCc2ccc(OCC(F)(F)F)nc2)c3c(C)cccc3C	CHEMBL1797411	pIC50=5.91
FC(F)(F)c1cc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3ncc(Cl)s3)n(n1)c4ccccc4	CHEMBL2326771	pIC50=5.91
FC(Oc1cc(F)ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4nccs4)[N+]#[C-]	CHEMBL3687668	pIC50=5.91
Fc1ccccc1n2nc(cc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)C5CC5	CHEMBL2326772	pIC50=5.91
NC(=O)COc1cc(F)ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4nccs4	CHEMBL3687669	pIC50=5.91
O=S(=O)(Nc1nccs1)c2ccc3c(nccc3c2)N4CCCC4c5ccccc5	CHEMBL3682821	pIC50=5.91
CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)OCc4cccc(c4)C(F)(F)F)c1C	CHEMBL1813041	pIC50=5.92
CC(C)(C)n1nccc1c2cc(F)ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4cscn4	CHEMBL2326764	pIC50=5.92
CC1(CC(=NO1)[C@@H]2CCC[C@H]2C(=O)NCc3ccc(OC(F)(F)F)cc3)c4ccccc4	CHEMBL584716	pIC50=5.92
CC1(CC1)C(=O)N[C@H](Cc2ccccc2C(F)(F)F)C(=O)NCc3nc4cccnc4n3C5(CC5)c6ccccc6	CHEMBL400129	pIC50=5.92
CCc1cc(ccc1Oc2ccc(cc2C#N)S(=O)(=O)Nc3nccs3)n4cccn4	CHEMBL2326763	pIC50=5.92
CCn1nc(cc1c2ccc(Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4ccc(F)cn4)cc2)C(F)(F)F	CHEMBL2326768	pIC50=5.92
CN1CCN(CCOc2nn(c3ccccc3F)c4ccc(F)cc24)C1=O	CHEMBL3799372	pIC50=5.92
COC(=O)C12CC3CC(C1)C(Oc4cc(F)c(cc4Cl)C(=O)NS(=O)(=O)C)C(C3)C2	CHEMBL3662232	pIC50=5.92
COc1cc(ccc1COCC(O)CN2CCC(CC2)N3Cc4ccccc4C3=O)C(F)(F)F.OC(=O)\C=C\C(=O)O	CHEMBL3632695	pIC50=5.92
COc1cc(ccc1c2cccc3CN(CCc23)S(=O)(=O)Nc4nncs4)c5ccc(F)c(F)c5	CHEMBL3683244	pIC50=5.92
